Group,Group_Name,Combined_Score,Best_v1_ref,V1_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v1_ModelNumber
TS456,Yang-Multimer,73.36793155328098,73.36793155328098,TS456_v1_1,73.36793155328098,v1_v1,73.36793155328098,1
TS139,DeepFold-refine,73.02099128348138,73.02099128348138,TS139_v1_6,73.02099128348138,v1_v1,73.02099128348138,6
TS059,DeepFold,73.02099128348138,73.02099128348138,TS059_v1_6,73.02099128348138,v1_v1,73.02099128348138,6
TS204,Zou,72.76137884090268,72.76137884090268,TS204_v1_5,72.76137884090268,v1_v1,72.76137884090268,5
TS262,CoDock,71.80945568613781,71.80945568613781,TS262_v1_3,71.80945568613781,v1_v1,71.80945568613781,3
TS120,Cerebra,60.40966668431105,60.40966668431105,TS120_v1_6,60.40966668431105,v1_v1,60.40966668431105,6
TS039,arosko,53.04602062977807,53.04602062977807,TS039_v1_3,53.04602062977807,v1_v1,53.04602062977807,3
TS286,CSSB_experimental,51.90924085173471,51.90924085173471,TS286_v1_2,51.90924085173471,v1_v1,51.90924085173471,2
TS494,ClusPro,50.65722639675796,50.65722639675796,TS494_v1_3,50.65722639675796,v1_v1,50.65722639675796,3
TS274,kozakovvajda,50.65722639675796,50.65722639675796,TS274_v1_3,50.65722639675796,v1_v1,50.65722639675796,3
TS040,DELCLAB,50.1588893940899,50.1588893940899,TS040_v1_3,50.1588893940899,v1_v1,50.1588893940899,3
TS275,Seminoles,39.949967413599474,39.949967413599474,TS275_v1_1,39.949967413599474,v1_v1,39.949967413599474,1
TS461,forlilab,36.72635580883595,36.72635580883595,TS461_v1_2,36.72635580883595,v1_v1,36.72635580883595,2
TS361,Cerebra_server,34.59266170068429,34.59266170068429,TS361_v1_1,34.59266170068429,v1_v1,34.59266170068429,1
TS132,profold2,10.443317752507289,10.443317752507289,TS132_v1_1,10.443317752507289,v1_v1,10.443317752507289,1
