Group,Group_Name,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS079,MRAFold,1.3249,0.762,0.5629,TS079_v1_2,TS079_v2_2,0.762,v1_v1,0.762,0.762,0.5629,0.5629,2,2,2,2
TS267,kiharalab_server,1.3226,0.7568,0.5658,TS267_v1_1,TS267_v2_5,0.7568,v1_v1,0.7568,0.6828,0.5701,0.5658,1,5,1,5
TS369,Bhattacharya,1.3167,0.758,0.5587,TS369_v1_2,TS369_v2_1,0.758,v1_v1,0.758,0.758,0.5587,0.5587,2,2,1,1
TS208,falcon2,1.3163,0.7621,0.5542,TS208_v2_5,TS208_v1_1,0.7621,v1_v2,0.7353,0.7621,0.5542,0.5559,1,5,1,5
TS112,Seder2024easy,1.3111000000000002,0.7629,0.5482,TS112_v1_4,TS112_v2_3,0.7629,v1_v1,0.7629,0.7629,0.5482,0.5482,4,3,4,3
TS017,Seder2024hard,1.3111000000000002,0.7629,0.5482,TS017_v1_5,TS017_v2_5,0.7629,v1_v1,0.7629,0.7629,0.5482,0.5482,5,5,5,5
TS145,colabfold_baseline,1.31,0.7621,0.5479,TS145_v1_3,TS145_v2_3,0.7621,v1_v1,0.7621,0.7621,0.5479,0.5479,3,3,3,3
TS015,PEZYFoldings,1.3069,0.7439,0.563,TS015_v2_2,TS015_v1_3,0.7439,v1_v2,0.6964,0.7439,0.563,0.5732,5,2,3,3
TS163,MultiFOLD2,1.2983,0.7569,0.5414,TS163_v1_5,TS163_v2_2,0.7569,v1_v1,0.7569,0.7569,0.5414,0.5414,5,5,2,2
TS269,CSSB_server,1.2896,0.7468,0.5428,TS269_v1_1,TS269_v2_1,0.7468,v1_v1,0.7468,0.7468,0.5428,0.5428,1,1,1,1
TS465,Wallner,1.285,0.7059,0.5791,TS465_v1_3,TS465_v2_1,0.7059,v1_v1,0.7059,0.6969,0.5805,0.5791,3,3,5,1
TS298,ShanghaiTech-human,1.2843,0.7621,0.5222,TS298_v1_3,TS298_v2_3,0.7621,v1_v1,0.7621,0.6904,0.5585,0.5222,3,3,1,3
TS475,ptq,1.2707000000000002,0.7318,0.5389,TS475_v2_5,TS475_v1_2,0.7318,v1_v2,0.6714,0.7318,0.5389,0.566,4,5,2,2
TS325,405,1.2679,0.7132,0.5547,TS325_v1_1,TS325_v2_1,0.7132,v1_v1,0.7132,0.7132,0.5547,0.5547,1,1,1,1
TS159,406,1.2679,0.7132,0.5547,TS159_v1_1,TS159_v2_1,0.7132,v1_v1,0.7132,0.7132,0.5547,0.5547,1,1,1,1
TS196,HYU_MLLAB,1.2610000000000001,0.705,0.556,TS196_v1_5,TS196_v2_5,0.705,v1_v1,0.705,0.705,0.556,0.556,5,5,5,5
TS164,McGuffin,1.2522,0.6731,0.5791,TS164_v1_1,TS164_v2_2,0.6731,v1_v1,0.6731,0.6313,0.5716,0.5791,1,2,4,2
TS075,GHZ-ISM,1.2259,0.5386,0.6873,TS075_v2_4,TS075_v1_3,0.6873,v2_v1,0.63,0.5386,0.6873,0.668,2,4,3,5
TS122,MQA_server,1.2259,0.5386,0.6873,TS122_v2_4,TS122_v1_3,0.6873,v2_v1,0.63,0.5386,0.6873,0.668,2,4,3,5
TS284,Unicorn,1.2259,0.5386,0.6873,TS284_v2_4,TS284_v1_3,0.6873,v2_v1,0.63,0.5386,0.6873,0.668,2,4,3,5
TS059,DeepFold,1.2067,0.6111,0.5956,TS059_v1_5,TS059_v2_4,0.6111,v1_v1,0.6111,0.6097,0.5794,0.5956,5,5,1,4
TS023,FTBiot0119,1.1895,0.6594,0.5301,TS023_v1_1,TS023_v2_1,0.6594,v1_v1,0.6594,0.6594,0.5301,0.5301,1,1,1,1
TS311,RAGfold_Prot1,1.1844999999999999,0.5827,0.6018,TS311_v1_4,TS311_v2_5,0.6018,v2_v2,0.5827,0.5827,0.6018,0.6018,4,4,5,5
TS388,DeepFold-server,1.1831,0.5774,0.6057,TS388_v2_3,TS388_v1_3,0.6057,v2_v1,0.5931,0.5774,0.6057,0.5971,2,3,3,3
TS139,DeepFold-refine,1.1723,0.6111,0.5612,TS139_v1_6,TS139_v2_2,0.6111,v1_v1,0.6111,0.6097,0.5503,0.5612,6,6,1,2
TS120,Cerebra,1.1153,0.5538,0.5615,TS120_v1_4,TS120_v2_3,0.5615,v2_v2,0.5538,0.5534,0.5614,0.5615,4,4,1,3
TS361,Cerebra_server,1.063,0.5105,0.5525,TS361_v1_1,TS361_v2_1,0.5525,v2_v2,0.5105,0.5108,0.5516,0.5525,1,2,2,1
