Model,Group,Model Number,Model Version,TMscore
M1239v2TS204_1,TS204,1,v2,0.6313
M1239v2TS204_1,TS204,1,v2,0.6396
M1239v2TS204_2,TS204,2,v2,0.5746
M1239v2TS204_2,TS204,2,v2,0.6027
M1239v2TS204_3,TS204,3,v2,0.5831
M1239v2TS204_3,TS204,3,v2,0.605
M1239v2TS204_4,TS204,4,v2,0.583
M1239v2TS204_4,TS204,4,v2,0.6076
M1239v2TS204_5,TS204,5,v2,0.5659
M1239v2TS204_5,TS204,5,v2,0.586
M1239v2TS208_1,TS208,1,v2,0.5626
M1239v2TS208_1,TS208,1,v2,0.5674
M1239v2TS208_2,TS208,2,v2,0.5246
M1239v2TS208_2,TS208,2,v2,0.5405
M1239v2TS208_3,TS208,3,v2,0.5253
M1239v2TS208_3,TS208,3,v2,0.5357
M1239v2TS208_4,TS208,4,v2,0.55
M1239v2TS208_4,TS208,4,v2,0.5586
M1239v2TS208_5,TS208,5,v2,0.5202
M1239v2TS208_5,TS208,5,v2,0.5345
M1239v2TS231_1,TS231,1,v2,0.5848
M1239v2TS231_1,TS231,1,v2,0.6083
M1239v2TS231_2,TS231,2,v2,0.5109
M1239v2TS231_2,TS231,2,v2,0.5375
M1239v2TS231_3,TS231,3,v2,0.5428
M1239v2TS231_3,TS231,3,v2,0.5689
M1239v2TS231_4,TS231,4,v2,0.525
M1239v2TS231_4,TS231,4,v2,0.5487
M1239v2TS231_5,TS231,5,v2,0.5387
M1239v2TS231_5,TS231,5,v2,0.5585
M1239v2TS235_1,TS235,1,v2,0.6281
M1239v2TS235_1,TS235,1,v2,0.6354
M1239v2TS235_2,TS235,2,v2,0.6252
M1239v2TS235_2,TS235,2,v2,0.627
M1239v2TS235_3,TS235,3,v2,0.6545
M1239v2TS235_3,TS235,3,v2,0.6566
M1239v2TS235_4,TS235,4,v2,0.6688
M1239v2TS235_4,TS235,4,v2,0.6745
M1239v2TS235_5,TS235,5,v2,0.5876
M1239v2TS235_5,TS235,5,v2,0.611
M1239v2TS241_1,TS241,1,v2,0.3257
M1239v2TS241_1,TS241,1,v2,0.3356
M1239v2TS241_2,TS241,2,v2,0.3103
M1239v2TS241_2,TS241,2,v2,0.3219
M1239v2TS241_3,TS241,3,v2,0.3063
M1239v2TS241_3,TS241,3,v2,0.3196
M1239v2TS241_4,TS241,4,v2,0.3046
M1239v2TS241_4,TS241,4,v2,0.3171
M1239v2TS241_5,TS241,5,v2,0.3151
M1239v2TS241_5,TS241,5,v2,0.3271
M1239v2TS262_1,TS262,1,v2,0.6985
M1239v2TS262_1,TS262,1,v2,0.6979
M1239v2TS262_2,TS262,2,v2,0.6097
M1239v2TS262_2,TS262,2,v2,0.6295
M1239v2TS262_3,TS262,3,v2,0.6985
M1239v2TS262_3,TS262,3,v2,0.6979
M1239v2TS262_4,TS262,4,v2,0.6097
M1239v2TS262_4,TS262,4,v2,0.6295
M1239v2TS262_5,TS262,5,v2,0.6985
M1239v2TS262_5,TS262,5,v2,0.6979
M1239v2TS272_1,TS272,1,v2,0.345
M1239v2TS272_1,TS272,1,v2,0.3579
M1239v2TS272_2,TS272,2,v2,0.3478
M1239v2TS272_2,TS272,2,v2,0.3418
M1239v2TS272_3,TS272,3,v2,0.3411
M1239v2TS272_3,TS272,3,v2,0.3471
M1239v2TS272_4,TS272,4,v2,0.332
M1239v2TS272_4,TS272,4,v2,0.3394
M1239v2TS272_5,TS272,5,v2,0.3167
M1239v2TS272_5,TS272,5,v2,0.3282
M1239v2TS286_1,TS286,1,v2,0.6301
M1239v2TS286_1,TS286,1,v2,0.6298
M1239v2TS286_2,TS286,2,v2,0.5939
M1239v2TS286_2,TS286,2,v2,0.6183
M1239v2TS286_3,TS286,3,v2,0.5303
M1239v2TS286_3,TS286,3,v2,0.544
M1239v2TS286_4,TS286,4,v2,0.6053
M1239v2TS286_4,TS286,4,v2,0.609
M1239v2TS286_5,TS286,5,v2,0.5811
M1239v2TS286_5,TS286,5,v2,0.6029
M1239v2TS294_1,TS294,1,v2,0.6123
M1239v2TS294_1,TS294,1,v2,0.6211
M1239v2TS294_2,TS294,2,v2,0.6231
M1239v2TS294_2,TS294,2,v2,0.6307
M1239v2TS294_3,TS294,3,v2,0.636
M1239v2TS294_3,TS294,3,v2,0.6416
M1239v2TS294_4,TS294,4,v2,0.6179
M1239v2TS294_4,TS294,4,v2,0.6234
M1239v2TS294_5,TS294,5,v2,0.6264
M1239v2TS294_5,TS294,5,v2,0.6328
M1239v2TS304_1,TS304,1,v2,0.3078
M1239v2TS304_1,TS304,1,v2,0.3211
M1239v2TS304_2,TS304,2,v2,0.3099
M1239v2TS304_2,TS304,2,v2,0.3234
M1239v2TS304_3,TS304,3,v2,0.3168
M1239v2TS304_3,TS304,3,v2,0.3308
M1239v2TS304_4,TS304,4,v2,0.3344
M1239v2TS304_4,TS304,4,v2,0.3317
M1239v2TS304_5,TS304,5,v2,0.319
M1239v2TS304_5,TS304,5,v2,0.3313
M1239v2TS325_2,TS325,2,v2,0.6347
M1239v2TS325_2,TS325,2,v2,0.638
M1239v2TS369_1,TS369,1,v2,0.5774
M1239v2TS369_1,TS369,1,v2,0.6035
M1239v2TS369_2,TS369,2,v2,0.5763
M1239v2TS369_2,TS369,2,v2,0.6016
M1239v2TS369_3,TS369,3,v2,0.5895
M1239v2TS369_3,TS369,3,v2,0.6117
M1239v2TS369_4,TS369,4,v2,0.574
M1239v2TS369_4,TS369,4,v2,0.5966
M1239v2TS369_5,TS369,5,v2,0.5792
M1239v2TS369_5,TS369,5,v2,0.6055
M1239v2TS450_1,TS450,1,v2,0.5608
M1239v2TS450_1,TS450,1,v2,0.5729
M1239v2TS450_2,TS450,2,v2,0.5555
M1239v2TS450_2,TS450,2,v2,0.5661
M1239v2TS450_3,TS450,3,v2,0.5617
M1239v2TS450_3,TS450,3,v2,0.5719
M1239v2TS450_4,TS450,4,v2,0.5419
M1239v2TS450_4,TS450,4,v2,0.5459
M1239v2TS450_5,TS450,5,v2,0.5547
M1239v2TS450_5,TS450,5,v2,0.5537
M1239v2TS462_1,TS462,1,v2,0.6465
M1239v2TS462_1,TS462,1,v2,0.6552
M1239v2TS462_2,TS462,2,v2,0.6418
M1239v2TS462_2,TS462,2,v2,0.6465
M1239v2TS462_3,TS462,3,v2,0.7507
M1239v2TS462_3,TS462,3,v2,0.7461
M1239v2TS462_4,TS462,4,v2,0.6597
M1239v2TS462_4,TS462,4,v2,0.6641
M1239v2TS462_5,TS462,5,v2,0.586
M1239v2TS462_5,TS462,5,v2,0.6123
M1239v2TS481_1,TS481,1,v2,0.5609
M1239v2TS481_1,TS481,1,v2,0.5815
M1239v2TS481_2,TS481,2,v2,0.5782
M1239v2TS481_2,TS481,2,v2,0.6028
M1239v2TS481_3,TS481,3,v2,0.5091
M1239v2TS481_3,TS481,3,v2,0.5356
M1239v2TS481_4,TS481,4,v2,0.5748
M1239v2TS481_4,TS481,4,v2,0.5689
M1239v2TS481_5,TS481,5,v2,0.6211
M1239v2TS481_5,TS481,5,v2,0.6408
M1239v2TS489_1,TS489,1,v2,0.6685
M1239v2TS489_1,TS489,1,v2,0.6727
M1239v2TS489_2,TS489,2,v2,0.7015
M1239v2TS489_2,TS489,2,v2,0.7055
M1239v2TS489_3,TS489,3,v2,0.6855
M1239v2TS489_3,TS489,3,v2,0.6954
M1239v2TS489_4,TS489,4,v2,0.6118
M1239v2TS489_4,TS489,4,v2,0.6216
M1239v2TS489_5,TS489,5,v2,0.5541
M1239v2TS489_5,TS489,5,v2,0.5655
