Model,Group,Model Number,Model Version,GlobalLDDT
T1228v1TS298_2,TS298,2,v1,0.7298
T1228v1TS033_4,TS033,4,v1,0.7298
T1228v2TS017_2,TS017,2,v2,0.7298
T1228v2TS145_2,TS145,2,v2,0.7298
T1228v2TS450_2,TS450,2,v2,0.7298
T1228v2TS167_2,TS167,2,v2,0.7298
T1228v2TS304_1,TS304,1,v2,0.7297
T1228v2TS388_2,TS388,2,v2,0.7296
T1228v1TS475_3,TS475,3,v1,0.7295
T1228v2TS164_5,TS164,5,v2,0.7294
T1228v2TS388_1,TS388,1,v2,0.7294
T1228v1TS198_3,TS198,3,v1,0.7294
T1228v1TS231_1,TS231,1,v1,0.7293
T1228v2TS198_3,TS198,3,v2,0.7293
T1228v2TS019_4,TS019,4,v2,0.7292
T1228v1TS164_1,TS164,1,v1,0.7292
T1228v1TS287_4,TS287,4,v1,0.7292
T1228v1TS241_2,TS241,2,v1,0.7291
T1228v1TS475_4,TS475,4,v1,0.7291
T1228v2TS241_5,TS241,5,v2,0.7291
T1228v1TS164_4,TS164,4,v1,0.7290
T1228v1TS231_4,TS231,4,v1,0.7290
T1228v1TS489_2,TS489,2,v1,0.7290
T1228v1TS450_4,TS450,4,v1,0.7289
T1228v1TS450_5,TS450,5,v1,0.7289
T1228v1TS167_4,TS167,4,v1,0.7289
T1228v1TS167_5,TS167,5,v1,0.7289
T1228v1TS284_4,TS284,4,v1,0.7288
T1228v1TS075_4,TS075,4,v1,0.7288
T1228v1TS122_4,TS122,4,v1,0.7288
T1228v2TS287_3,TS287,3,v2,0.7288
T1228v2TS312_2,TS312,2,v2,0.7287
T1228v2TS019_3,TS019,3,v2,0.7287
T1228v2TS475_3,TS475,3,v2,0.7286
T1228v2TS475_5,TS475,5,v2,0.7286
T1228v1TS388_1,TS388,1,v1,0.7286
T1228v2TS196_4,TS196,4,v2,0.7285
T1228v2TS198_5,TS198,5,v2,0.7285
T1228v1TS196_4,TS196,4,v1,0.7285
T1228v2TS196_1,TS196,1,v2,0.7284
T1228v2TS022_1,TS022,1,v2,0.7284
T1228v1TS196_1,TS196,1,v1,0.7284
T1228v2TS369_1,TS369,1,v2,0.7284
T1228v2TS264_4,TS264,4,v2,0.7284
T1228v1TS022_5,TS022,5,v1,0.7284
T1228v1TS369_1,TS369,1,v1,0.7284
T1228v1TS388_4,TS388,4,v1,0.7283
T1228v1TS388_2,TS388,2,v1,0.7282
T1228v2TS019_2,TS019,2,v2,0.7282
T1228v2TS147_3,TS147,3,v2,0.7282
T1228v2TS264_3,TS264,3,v2,0.7282
T1228v1TS231_5,TS231,5,v1,0.7282
T1228v1TS369_2,TS369,2,v1,0.7281
T1228v2TS475_2,TS475,2,v2,0.7281
T1228v1TS369_3,TS369,3,v1,0.7281
T1228v2TS369_3,TS369,3,v2,0.7281
T1228v2TS369_2,TS369,2,v2,0.7281
T1228v2TS345_6,TS345,6,v2,0.7281
T1228v2TS287_4,TS287,4,v2,0.7281
T1228v1TS196_2,TS196,2,v1,0.7281
T1228v2TS196_2,TS196,2,v2,0.7281
T1228v1TS345_6,TS345,6,v1,0.7281
T1228v2TS465_4,TS465,4,v2,0.7280
T1228v1TS241_4,TS241,4,v1,0.7280
T1228v1TS456_1,TS456,1,v1,0.7280
T1228v2TS269_1,TS269,1,v2,0.7280
T1228v2TS456_5,TS456,5,v2,0.7280
T1228v1TS269_1,TS269,1,v1,0.7280
T1228v2TS075_1,TS075,1,v2,0.7278
T1228v2TS122_1,TS122,1,v2,0.7278
T1228v2TS301_1,TS301,1,v2,0.7278
T1228v2TS284_1,TS284,1,v2,0.7278
T1228v2TS033_2,TS033,2,v2,0.7277
T1228v1TS301_5,TS301,5,v1,0.7277
T1228v2TS475_1,TS475,1,v2,0.7277
T1228v1TS301_3,TS301,3,v1,0.7277
T1228v2TS312_5,TS312,5,v2,0.7276
T1228v1TS475_2,TS475,2,v1,0.7276
T1228v1TS167_3,TS167,3,v1,0.7276
T1228v1TS028_3,TS028,3,v1,0.7276
T1228v1TS450_3,TS450,3,v1,0.7276
T1228v1TS198_5,TS198,5,v1,0.7276
T1228v1TS231_2,TS231,2,v1,0.7275
T1228v2TS164_4,TS164,4,v2,0.7274
T1228v1TS475_5,TS475,5,v1,0.7274
T1228v1TS019_5,TS019,5,v1,0.7274
T1228v1TS231_3,TS231,3,v1,0.7274
T1228v2TS019_1,TS019,1,v2,0.7274
T1228v1TS287_2,TS287,2,v1,0.7274
T1228v1TS051_6,TS051,6,v1,0.7273
T1228v1TS284_2,TS284,2,v1,0.7273
T1228v2TS051_6,TS051,6,v2,0.7273
T1228v2TS164_3,TS164,3,v2,0.7273
T1228v1TS075_2,TS075,2,v1,0.7273
T1228v1TS122_2,TS122,2,v1,0.7273
T1228v1TS059_4,TS059,4,v1,0.7273
T1228v2TS023_4,TS023,4,v2,0.7272
T1228v1TS023_3,TS023,3,v1,0.7272
T1228v1TS023_2,TS023,2,v1,0.7272
T1228v2TS023_5,TS023,5,v2,0.7272
T1228v1TS023_5,TS023,5,v1,0.7272
T1228v2TS023_2,TS023,2,v2,0.7272
T1228v2TS023_3,TS023,3,v2,0.7272
T1228v1TS023_4,TS023,4,v1,0.7272
T1228v1TS196_3,TS196,3,v1,0.7272
T1228v2TS023_1,TS023,1,v2,0.7272
T1228v1TS475_1,TS475,1,v1,0.7272
T1228v1TS023_1,TS023,1,v1,0.7272
T1228v2TS196_3,TS196,3,v2,0.7272
T1228v2TS375_2,TS375,2,v2,0.7271
T1228v2TS059_1,TS059,1,v2,0.7271
T1228v2TS164_1,TS164,1,v2,0.7271
T1228v2TS147_5,TS147,5,v2,0.7271
T1228v2TS052_5,TS052,5,v2,0.7270
T1228v2TS298_3,TS298,3,v2,0.7270
T1228v2TS145_5,TS145,5,v2,0.7270
T1228v1TS052_1,TS052,1,v1,0.7270
T1228v1TS017_2,TS017,2,v1,0.7269
T1228v1TS145_1,TS145,1,v1,0.7269
T1228v1TS294_4,TS294,4,v1,0.7269
T1228v2TS231_2,TS231,2,v2,0.7269
T1228v1TS294_5,TS294,5,v1,0.7268
T1228v2TS145_1,TS145,1,v2,0.7268
T1228v2TS319_5,TS319,5,v2,0.7268
T1228v2TS331_5,TS331,5,v2,0.7268
T1228v1TS311_5,TS311,5,v1,0.7268
T1228v2TS298_1,TS298,1,v2,0.7268
T1228v1TS148_1,TS148,1,v1,0.7268
T1228v1TS145_5,TS145,5,v1,0.7268
T1228v2TS425_5,TS425,5,v2,0.7268
T1228v1TS425_5,TS425,5,v1,0.7268
T1228v1TS017_1,TS017,1,v1,0.7268
T1228v2TS311_5,TS311,5,v2,0.7268
T1228v1TS331_5,TS331,5,v1,0.7268
T1228v1TS319_5,TS319,5,v1,0.7268
T1228v1TS264_6,TS264,6,v1,0.7267
T1228v1TS375_2,TS375,2,v1,0.7267
T1228v1TS164_5,TS164,5,v1,0.7267
T1228v2TS311_3,TS311,3,v2,0.7267
T1228v1TS311_3,TS311,3,v1,0.7267
T1228v1TS110_2,TS110,2,v1,0.7267
T1228v2TS345_2,TS345,2,v2,0.7266
T1228v2TS319_1,TS319,1,v2,0.7266
T1228v1TS059_1,TS059,1,v1,0.7266
T1228v2TS425_1,TS425,1,v2,0.7266
T1228v1TS425_1,TS425,1,v1,0.7266
T1228v1TS345_2,TS345,2,v1,0.7266
T1228v1TS051_2,TS051,2,v1,0.7266
T1228v2TS235_2,TS235,2,v2,0.7266
T1228v1TS425_3,TS425,3,v1,0.7266
T1228v2TS331_4,TS331,4,v2,0.7266
T1228v2TS319_4,TS319,4,v2,0.7266
T1228v1TS319_4,TS319,4,v1,0.7266
T1228v1TS331_4,TS331,4,v1,0.7266
T1228v2TS425_2,TS425,2,v2,0.7266
T1228v1TS235_2,TS235,2,v1,0.7266
T1228v2TS051_2,TS051,2,v2,0.7266
T1228v1TS294_3,TS294,3,v1,0.7265
T1228v1TS294_2,TS294,2,v1,0.7265
T1228v2TS033_4,TS033,4,v2,0.7265
T1228v2TS388_4,TS388,4,v2,0.7265
T1228v1TS294_1,TS294,1,v1,0.7265
T1228v1TS091_4,TS091,4,v1,0.7264
T1228v2TS091_4,TS091,4,v2,0.7264
T1228v1TS425_2,TS425,2,v1,0.7264
T1228v1TS331_3,TS331,3,v1,0.7264
T1228v1TS319_3,TS319,3,v1,0.7264
T1228v2TS319_3,TS319,3,v2,0.7264
T1228v2TS331_3,TS331,3,v2,0.7264
T1228v2TS425_3,TS425,3,v2,0.7264
T1228v2TS369_4,TS369,4,v2,0.7263
T1228v1TS369_4,TS369,4,v1,0.7263
T1228v2TS196_5,TS196,5,v2,0.7263
T1228v1TS196_5,TS196,5,v1,0.7263
T1228v2TS231_1,TS231,1,v2,0.7262
T1228v1TS462_1,TS462,1,v1,0.7262
T1228v2TS312_4,TS312,4,v2,0.7262
T1228v2TS221_4,TS221,4,v2,0.7261
T1228v1TS287_5,TS287,5,v1,0.7261
T1228v1TS198_1,TS198,1,v1,0.7260
T1228v1TS091_5,TS091,5,v1,0.7259
T1228v2TS331_1,TS331,1,v2,0.7259
T1228v1TS164_3,TS164,3,v1,0.7259
T1228v2TS345_4,TS345,4,v2,0.7259
T1228v1TS345_3,TS345,3,v1,0.7259
T1228v2TS284_3,TS284,3,v2,0.7259
T1228v2TS091_5,TS091,5,v2,0.7259
T1228v2TS301_3,TS301,3,v2,0.7259
T1228v1TS319_2,TS319,2,v1,0.7259
T1228v1TS331_2,TS331,2,v1,0.7259
T1228v1TS312_1,TS312,1,v1,0.7259
T1228v2TS051_4,TS051,4,v2,0.7259
T1228v1TS051_3,TS051,3,v1,0.7259
T1228v2TS075_3,TS075,3,v2,0.7259
T1228v2TS122_3,TS122,3,v2,0.7259
T1228v2TS287_1,TS287,1,v2,0.7258
T1228v2TS419_3,TS419,3,v2,0.7258
T1228v2TS287_2,TS287,2,v2,0.7258
T1228v1TS287_1,TS287,1,v1,0.7257
T1228v1TS312_2,TS312,2,v1,0.7257
T1228v1TS264_1,TS264,1,v1,0.7257
T1228v1TS481_4,TS481,4,v1,0.7257
T1228v1TS148_5,TS148,5,v1,0.7256
T1228v2TS148_5,TS148,5,v2,0.7256
T1228v1TS147_2,TS147,2,v1,0.7256
T1228v2TS033_5,TS033,5,v2,0.7255
T1228v2TS465_2,TS465,2,v2,0.7255
T1228v1TS481_1,TS481,1,v1,0.7255
T1228v1TS311_4,TS311,4,v1,0.7255
T1228v2TS311_4,TS311,4,v2,0.7255
T1228v1TS110_1,TS110,1,v1,0.7254
T1228v1TS312_3,TS312,3,v1,0.7254
T1228v2TS148_1,TS148,1,v2,0.7254
T1228v2TS269_5,TS269,5,v2,0.7253
T1228v1TS269_5,TS269,5,v1,0.7253
T1228v1TS028_2,TS028,2,v1,0.7253
T1228v1TS033_3,TS033,3,v1,0.7252
T1228v2TS286_3,TS286,3,v2,0.7252
T1228v2TS231_3,TS231,3,v2,0.7252
T1228v2TS148_3,TS148,3,v2,0.7251
T1228v2TS033_1,TS033,1,v2,0.7251
T1228v1TS264_5,TS264,5,v1,0.7251
T1228v1TS312_4,TS312,4,v1,0.7250
T1228v2TS015_2,TS015,2,v2,0.7249
T1228v2TS375_3,TS375,3,v2,0.7249
T1228v1TS287_3,TS287,3,v1,0.7249
T1228v1TS304_3,TS304,3,v1,0.7248
T1228v2TS148_2,TS148,2,v2,0.7248
T1228v1TS312_5,TS312,5,v1,0.7248
T1228v2TS294_3,TS294,3,v2,0.7248
T1228v2TS312_1,TS312,1,v2,0.7248
T1228v1TS033_5,TS033,5,v1,0.7247
T1228v1TS264_3,TS264,3,v1,0.7247
T1228v1TS301_2,TS301,2,v1,0.7247
T1228v1TS311_1,TS311,1,v1,0.7246
T1228v2TS311_1,TS311,1,v2,0.7246
T1228v1TS301_4,TS301,4,v1,0.7246
T1228v2TS294_4,TS294,4,v2,0.7245
T1228v1TS015_5,TS015,5,v1,0.7245
T1228v2TS148_4,TS148,4,v2,0.7245
T1228v1TS019_4,TS019,4,v1,0.7245
T1228v2TS311_2,TS311,2,v2,0.7245
T1228v1TS311_2,TS311,2,v1,0.7245
T1228v2TS051_1,TS051,1,v2,0.7244
T1228v1TS345_4,TS345,4,v1,0.7244
T1228v1TS264_2,TS264,2,v1,0.7244
T1228v1TS051_4,TS051,4,v1,0.7244
T1228v2TS345_1,TS345,1,v2,0.7244
T1228v2TS375_1,TS375,1,v2,0.7243
T1228v2TS375_4,TS375,4,v2,0.7242
T1228v1TS375_5,TS375,5,v1,0.7242
T1228v1TS241_1,TS241,1,v1,0.7242
T1228v2TS304_5,TS304,5,v2,0.7241
T1228v2TS241_3,TS241,3,v2,0.7241
T1228v2TS489_2,TS489,2,v2,0.7241
T1228v1TS208_1,TS208,1,v1,0.7241
T1228v2TS019_5,TS019,5,v2,0.7240
T1228v1TS019_1,TS019,1,v1,0.7240
T1228v1TS267_3,TS267,3,v1,0.7239
T1228v2TS369_5,TS369,5,v2,0.7239
T1228v2TS294_2,TS294,2,v2,0.7239
T1228v1TS369_5,TS369,5,v1,0.7239
T1228v1TS481_5,TS481,5,v1,0.7239
T1228v2TS462_3,TS462,3,v2,0.7239
T1228v2TS375_5,TS375,5,v2,0.7238
T1228v1TS314_5,TS314,5,v1,0.7238
T1228v1TS462_3,TS462,3,v1,0.7238
T1228v1TS028_1,TS028,1,v1,0.7237
T1228v1TS022_2,TS022,2,v1,0.7237
T1228v2TS022_2,TS022,2,v2,0.7237
T1228v1TS019_3,TS019,3,v1,0.7235
T1228v2TS147_2,TS147,2,v2,0.7235
T1228v2TS286_2,TS286,2,v2,0.7234
T1228v2TS231_4,TS231,4,v2,0.7234
T1228v2TS235_3,TS235,3,v2,0.7234
T1228v1TS462_5,TS462,5,v1,0.7234
T1228v1TS235_3,TS235,3,v1,0.7234
T1228v1TS147_1,TS147,1,v1,0.7233
T1228v1TS019_2,TS019,2,v1,0.7233
T1228v2TS015_5,TS015,5,v2,0.7233
T1228v2TS241_1,TS241,1,v2,0.7233
T1228v1TS267_1,TS267,1,v1,0.7233
T1228v2TS294_5,TS294,5,v2,0.7231
T1228v2TS164_2,TS164,2,v2,0.7231
T1228v1TS388_5,TS388,5,v1,0.7231
T1228v2TS481_4,TS481,4,v2,0.7231
T1228v1TS033_1,TS033,1,v1,0.7229
T1228v2TS198_1,TS198,1,v2,0.7227
T1228v1TS298_1,TS298,1,v1,0.7227
T1228v1TS241_3,TS241,3,v1,0.7226
T1228v2TS304_3,TS304,3,v2,0.7226
T1228v1TS301_1,TS301,1,v1,0.7225
T1228v2TS294_1,TS294,1,v2,0.7225
T1228v2TS231_5,TS231,5,v2,0.7224
T1228v2TS456_1,TS456,1,v2,0.7223
T1228v2TS269_4,TS269,4,v2,0.7223
T1228v1TS269_4,TS269,4,v1,0.7223
T1228v1TS456_5,TS456,5,v1,0.7223
T1228v1TS267_2,TS267,2,v1,0.7222
T1228v1TS375_4,TS375,4,v1,0.7222
T1228v1TS221_2,TS221,2,v1,0.7222
T1228v2TS014_5,TS014,5,v2,0.7221
T1228v1TS052_5,TS052,5,v1,0.7220
T1228v2TS052_1,TS052,1,v2,0.7220
T1228v1TS235_1,TS235,1,v1,0.7219
T1228v2TS235_1,TS235,1,v2,0.7219
T1228v1TS014_5,TS014,5,v1,0.7219
T1228v1TS014_4,TS014,4,v1,0.7218
T1228v1TS465_3,TS465,3,v1,0.7217
T1228v1TS419_2,TS419,2,v1,0.7217
T1228v1TS269_3,TS269,3,v1,0.7216
T1228v2TS269_3,TS269,3,v2,0.7216
T1228v1TS481_2,TS481,2,v1,0.7216
T1228v1TS264_4,TS264,4,v1,0.7216
T1228v1TS465_1,TS465,1,v1,0.7214
T1228v1TS269_2,TS269,2,v1,0.7213
T1228v2TS269_2,TS269,2,v2,0.7213
T1228v2TS481_3,TS481,3,v2,0.7213
T1228v1TS304_4,TS304,4,v1,0.7210
T1228v2TS388_5,TS388,5,v2,0.7209
T1228v1TS033_2,TS033,2,v1,0.7209
T1228v2TS287_5,TS287,5,v2,0.7209
T1228v1TS375_3,TS375,3,v1,0.7208
T1228v2TS014_6,TS014,6,v2,0.7208
T1228v1TS375_1,TS375,1,v1,0.7208
T1228v2TS059_3,TS059,3,v2,0.7206
T1228v2TS304_4,TS304,4,v2,0.7204
T1228v2TS204_3,TS204,3,v2,0.7204
T1228v1TS014_6,TS014,6,v1,0.7200
T1228v2TS091_3,TS091,3,v2,0.7200
T1228v2TS267_2,TS267,2,v2,0.7200
T1228v1TS091_1,TS091,1,v1,0.7200
T1228v1TS304_2,TS304,2,v1,0.7199
T1228v1TS017_4,TS017,4,v1,0.7199
T1228v1TS014_3,TS014,3,v1,0.7199
T1228v1TS145_4,TS145,4,v1,0.7199
T1228v2TS014_3,TS014,3,v2,0.7197
T1228v2TS304_2,TS304,2,v2,0.7196
T1228v2TS298_2,TS298,2,v2,0.7196
T1228v2TS017_1,TS017,1,v2,0.7196
T1228v1TS204_1,TS204,1,v1,0.7196
T1228v2TS145_4,TS145,4,v2,0.7196
T1228v2TS267_4,TS267,4,v2,0.7194
T1228v1TS481_3,TS481,3,v1,0.7193
T1228v1TS465_5,TS465,5,v1,0.7192
T1228v2TS014_4,TS014,4,v2,0.7192
T1228v2TS079_1,TS079,1,v2,0.7191
T1228v1TS079_1,TS079,1,v1,0.7191
T1228v2TS163_2,TS163,2,v2,0.7191
T1228v1TS163_2,TS163,2,v1,0.7191
T1228v1TS059_2,TS059,2,v1,0.7191
T1228v1TS235_5,TS235,5,v1,0.7189
T1228v1TS235_4,TS235,4,v1,0.7189
T1228v2TS235_4,TS235,4,v2,0.7189
T1228v2TS235_5,TS235,5,v2,0.7189
T1228v1TS163_1,TS163,1,v1,0.7187
T1228v2TS163_1,TS163,1,v2,0.7187
T1228v2TS208_5,TS208,5,v2,0.7186
T1228v1TS241_5,TS241,5,v1,0.7186
T1228v1TS304_1,TS304,1,v1,0.7186
T1228v2TS033_3,TS033,3,v2,0.7183
T1228v1TS014_1,TS014,1,v1,0.7182
T1228v2TS059_2,TS059,2,v2,0.7182
T1228v2TS014_1,TS014,1,v2,0.7181
T1228v1TS304_5,TS304,5,v1,0.7181
T1228v1TS163_5,TS163,5,v1,0.7178
T1228v2TS267_1,TS267,1,v2,0.7178
T1228v2TS465_1,TS465,1,v2,0.7178
T1228v2TS163_5,TS163,5,v2,0.7178
T1228v2TS267_3,TS267,3,v2,0.7177
T1228v2TS465_3,TS465,3,v2,0.7175
T1228v2TS204_2,TS204,2,v2,0.7174
T1228v1TS014_2,TS014,2,v1,0.7173
T1228v2TS241_2,TS241,2,v2,0.7171
T1228v2TS052_4,TS052,4,v2,0.7162
T1228v1TS052_4,TS052,4,v1,0.7162
T1228v1TS091_3,TS091,3,v1,0.7161
T1228v2TS079_4,TS079,4,v2,0.7161
T1228v1TS293_4,TS293,4,v1,0.7161
T1228v2TS293_4,TS293,4,v2,0.7161
T1228v1TS079_4,TS079,4,v1,0.7161
T1228v2TS091_1,TS091,1,v2,0.7161
T1228v1TS267_4,TS267,4,v1,0.7160
T1228v2TS014_2,TS014,2,v2,0.7158
T1228v1TS059_3,TS059,3,v1,0.7158
T1228v2TS163_3,TS163,3,v2,0.7157
T1228v1TS163_3,TS163,3,v1,0.7157
T1228v1TS163_4,TS163,4,v1,0.7156
T1228v2TS163_4,TS163,4,v2,0.7156
T1228v1TS198_4,TS198,4,v1,0.7153
T1228v1TS293_1,TS293,1,v1,0.7152
T1228v2TS293_1,TS293,1,v2,0.7152
T1228v1TS286_4,TS286,4,v1,0.7152
T1228v2TS293_3,TS293,3,v2,0.7152
T1228v1TS079_3,TS079,3,v1,0.7152
T1228v2TS079_3,TS079,3,v2,0.7152
T1228v1TS293_3,TS293,3,v1,0.7152
T1228v2TS112_2,TS112,2,v2,0.7144
T1228v1TS112_2,TS112,2,v1,0.7144
T1228v2TS015_4,TS015,4,v2,0.7142
T1228v2TS262_2,TS262,2,v2,0.7139
T1228v2TS262_5,TS262,5,v2,0.7139
T1228v1TS286_3,TS286,3,v1,0.7137
T1228v1TS112_1,TS112,1,v1,0.7132
T1228v2TS017_3,TS017,3,v2,0.7132
T1228v2TS112_1,TS112,1,v2,0.7132
T1228v2TS091_2,TS091,2,v2,0.7124
T1228v2TS221_1,TS221,1,v2,0.7124
T1228v1TS091_2,TS091,2,v1,0.7124
T1228v2TS015_1,TS015,1,v2,0.7123
T1228v2TS015_3,TS015,3,v2,0.7122
T1228v2TS112_4,TS112,4,v2,0.7122
T1228v1TS112_3,TS112,3,v1,0.7122
T1228v2TS419_2,TS419,2,v2,0.7121
T1228v1TS465_2,TS465,2,v1,0.7120
T1228v1TS262_4,TS262,4,v1,0.7120
T1228v1TS262_2,TS262,2,v1,0.7120
T1228v2TS286_1,TS286,1,v2,0.7116
T1228v1TS419_5,TS419,5,v1,0.7114
T1228v2TS198_4,TS198,4,v2,0.7112
T1228v1TS221_3,TS221,3,v1,0.7109
T1228v1TS079_2,TS079,2,v1,0.7108
T1228v2TS293_2,TS293,2,v2,0.7108
T1228v1TS293_2,TS293,2,v1,0.7108
T1228v2TS079_2,TS079,2,v2,0.7108
T1228v2TS489_1,TS489,1,v2,0.7105
T1228v1TS419_1,TS419,1,v1,0.7101
T1228v1TS221_1,TS221,1,v1,0.7099
T1228v2TS456_4,TS456,4,v2,0.7099
T1228v1TS456_4,TS456,4,v1,0.7099
T1228v1TS286_2,TS286,2,v1,0.7096
T1228v1TS489_4,TS489,4,v1,0.7096
T1228v2TS221_3,TS221,3,v2,0.7095
