Model,Group,Model Number,Model Version,GDT_TS
T1239v2TS419_4,TS419,4,v2,0.40847
T1239v1TS311_3,TS311,3,v1,0.4072
T1239v2TS167_2,TS167,2,v2,0.4072
T1239v2TS147_5,TS147,5,v2,0.4072
T1239v2TS450_2,TS450,2,v2,0.4072
T1239v1TS287_2,TS287,2,v1,0.4072
T1239v1TS375_2,TS375,2,v1,0.40466
T1239v1TS015_6,TS015,6,v1,0.40424
T1239v1TS311_5,TS311,5,v1,0.40297
T1239v2TS450_5,TS450,5,v2,0.40297
T1239v2TS167_5,TS167,5,v2,0.40297
T1239v2TS287_1,TS287,1,v2,0.40169
T1239v2TS148_3,TS148,3,v2,0.40127
T1239v2TS147_2,TS147,2,v2,0.40085
T1239v2TS147_3,TS147,3,v2,0.39873
T1239v1TS264_4,TS264,4,v1,0.39787999999999996
T1239v2TS019_4,TS019,4,v2,0.39619
T1239v1TS019_3,TS019,3,v1,0.39619
T1239v1TS033_1,TS033,1,v1,0.39492
T1239v2TS167_1,TS167,1,v2,0.39492
T1239v2TS450_1,TS450,1,v2,0.39492
T1239v2TS019_5,TS019,5,v2,0.39407
T1239v1TS019_4,TS019,4,v1,0.39407
T1239v2TS475_5,TS475,5,v2,0.39364
T1239v2TS287_2,TS287,2,v2,0.39280000000000004
T1239v2TS164_5,TS164,5,v2,0.39237
T1239v2TS163_5,TS163,5,v2,0.39237
T1239v2TS017_5,TS017,5,v2,0.39237
T1239v1TS164_5,TS164,5,v1,0.39237
T1239v2TS112_1,TS112,1,v2,0.39237
T1239v2TS023_4,TS023,4,v2,0.39195
T1239v2TS298_1,TS298,1,v2,0.39195
T1239v2TS145_4,TS145,4,v2,0.39195
T1239v1TS196_2,TS196,2,v1,0.38941000000000003
T1239v2TS196_2,TS196,2,v2,0.38941000000000003
T1239v1TS015_1,TS015,1,v1,0.38898000000000005
T1239v1TS148_1,TS148,1,v1,0.38814
T1239v1TS312_1,TS312,1,v1,0.38814
T1239v1TS425_4,TS425,4,v1,0.38602
T1239v2TS425_4,TS425,4,v2,0.38602
T1239v1TS196_5,TS196,5,v1,0.38517
T1239v2TS196_5,TS196,5,v2,0.38517
T1239v2TS465_5,TS465,5,v2,0.3839
T1239v1TS148_5,TS148,5,v1,0.38305
T1239v1TS312_5,TS312,5,v1,0.38305
T1239v2TS198_4,TS198,4,v2,0.38305
T1239v2TS286_3,TS286,3,v2,0.38305
T1239v1TS264_6,TS264,6,v1,0.38305
T1239v2TS375_2,TS375,2,v2,0.38262999999999997
T1239v1TS388_3,TS388,3,v1,0.37924
T1239v1TS196_3,TS196,3,v1,0.37924
T1239v2TS196_3,TS196,3,v2,0.37924
T1239v2TS388_1,TS388,1,v2,0.37797
T1239v1TS388_4,TS388,4,v1,0.37668999999999997
T1239v2TS388_4,TS388,4,v2,0.37668999999999997
T1239v2TS388_2,TS388,2,v2,0.37627000000000005
T1239v2TS388_3,TS388,3,v2,0.37585
T1239v2TS040_4,TS040,4,v2,0.37542000000000003
T1239v1TS059_3,TS059,3,v1,0.37542000000000003
T1239v1TS040_4,TS040,4,v1,0.37542000000000003
T1239v2TS388_5,TS388,5,v2,0.375
T1239v2TS375_1,TS375,1,v2,0.37372999999999995
T1239v1TS388_2,TS388,2,v1,0.37331000000000003
T1239v2TS052_5,TS052,5,v2,0.37288
T1239v1TS388_5,TS388,5,v1,0.37161
T1239v1TS196_1,TS196,1,v1,0.36991999999999997
T1239v2TS196_1,TS196,1,v2,0.36991999999999997
T1239v2TS059_5,TS059,5,v2,0.36949
T1239v1TS196_4,TS196,4,v1,0.36822000000000005
T1239v2TS196_4,TS196,4,v2,0.36822000000000005
T1239v1TS059_4,TS059,4,v1,0.3678
T1239v2TS059_1,TS059,1,v2,0.36737000000000003
T1239v1TS059_2,TS059,2,v1,0.36737000000000003
T1239v2TS164_4,TS164,4,v2,0.36695
T1239v2TS059_3,TS059,3,v2,0.36695
T1239v2TS163_4,TS163,4,v2,0.36695
T1239v1TS164_4,TS164,4,v1,0.36695
T1239v1TS059_5,TS059,5,v1,0.36695
T1239v2TS023_3,TS023,3,v2,0.3661
T1239v2TS145_3,TS145,3,v2,0.3661
T1239v2TS017_4,TS017,4,v2,0.3661
T1239v2TS112_4,TS112,4,v2,0.3661
T1239v2TS015_5,TS015,5,v2,0.36568
T1239v2TS112_3,TS112,3,v2,0.36568
T1239v2TS312_1,TS312,1,v2,0.36524999999999996
T1239v2TS023_2,TS023,2,v2,0.36483
T1239v2TS145_2,TS145,2,v2,0.36483
T1239v2TS312_2,TS312,2,v2,0.36483
T1239v2TS017_1,TS017,1,v2,0.36483
T1239v2TS059_2,TS059,2,v2,0.36229
T1239v1TS139_3,TS139,3,v1,0.36186
T1239v2TS059_4,TS059,4,v2,0.36101999999999995
T1239v2TS465_1,TS465,1,v2,0.36101999999999995
T1239v2TS465_3,TS465,3,v2,0.35805
T1239v2TS139_3,TS139,3,v2,0.35763
T1239v2TS139_5,TS139,5,v2,0.35551
T1239v2TS023_5,TS023,5,v2,0.35466000000000003
T1239v2TS145_5,TS145,5,v2,0.35466000000000003
T1239v2TS017_2,TS017,2,v2,0.35466000000000003
T1239v2TS017_3,TS017,3,v2,0.35424
T1239v2TS112_2,TS112,2,v2,0.35424
T1239v1TS139_5,TS139,5,v1,0.35381
T1239v2TS139_2,TS139,2,v2,0.35253999999999996
T1239v2TS139_1,TS139,1,v2,0.34787999999999997
T1239v2TS198_2,TS198,2,v2,0.34787999999999997
T1239v1TS139_2,TS139,2,v1,0.34787999999999997
T1239v2TS198_5,TS198,5,v2,0.34448999999999996
T1239v2TS198_3,TS198,3,v2,0.34195
T1239v1TS139_1,TS139,1,v1,0.34153
T1239v2TS312_3,TS312,3,v2,0.33941000000000004
T1239v1TS388_1,TS388,1,v1,0.33602
T1239v2TS139_4,TS139,4,v2,0.33517
T1239v1TS059_1,TS059,1,v1,0.32838999999999996
T1239v1TS139_4,TS139,4,v1,0.32797
T1239v1TS120_3,TS120,3,v1,0.31483
T1239v2TS120_2,TS120,2,v2,0.31398
T1239v1TS361_2,TS361,2,v1,0.31398
T1239v2TS120_3,TS120,3,v2,0.30847
T1239v1TS120_4,TS120,4,v1,0.30847
T1239v1TS361_3,TS361,3,v1,0.30847
T1239v2TS040_5,TS040,5,v2,0.30593
T1239v1TS040_5,TS040,5,v1,0.30593
T1239v1TS120_2,TS120,2,v1,0.30127
T1239v2TS120_1,TS120,1,v2,0.29576
T1239v1TS361_1,TS361,1,v1,0.29576
T1239v1TS120_1,TS120,1,v1,0.27712
T1239v2TS120_4,TS120,4,v2,0.27288
T1239v1TS361_4,TS361,4,v1,0.27288
T1239v1TS120_5,TS120,5,v1,0.27161
T1239v2TS120_5,TS120,5,v2,0.2589
T1239v1TS361_5,TS361,5,v1,0.2589
T1239v1TS351_1,TS351,1,v1,0.24449
T1239v2TS351_1,TS351,1,v2,0.24449
T1239v1TS351_5,TS351,5,v1,0.21398
T1239v2TS351_5,TS351,5,v2,0.21398
T1239v1TS351_2,TS351,2,v1,0.21271
T1239v2TS351_2,TS351,2,v2,0.21271
T1239v1TS351_3,TS351,3,v1,0.10507999999999999
T1239v2TS351_3,TS351,3,v2,0.10507999999999999
T1239v1TS351_4,TS351,4,v1,0.10127000000000001
T1239v2TS351_4,TS351,4,v2,0.10127000000000001
T1239v1TS105_3,TS105,3,v1,0.04195
