Model,Group,Model Number,Model Version,TMscore
M1228v2TS450_4,TS450,4,v2,0.687
M1228v2TS167_3,TS167,3,v2,0.681
M1228v2TS450_3,TS450,3,v2,0.681
M1228v2TS167_5,TS167,5,v2,0.676
M1228v2TS450_5,TS450,5,v2,0.676
M1228v2TS110_4,TS110,4,v2,0.669
M1228v2TS091_4,TS091,4,v2,0.684
M1228v2TS286_2,TS286,2,v2,0.647
M1228v2TS091_5,TS091,5,v2,0.684
M1228v2TS481_3,TS481,3,v2,0.598
M1228v2TS481_4,TS481,4,v2,0.574
M1228v2TS462_1,TS462,1,v2,0.775
M1228v2TS456_3,TS456,3,v2,0.715
M1228v2TS274_4,TS274,4,v2,0.658
M1228v2TS494_4,TS494,4,v2,0.658
M1228v2TS494_5,TS494,5,v2,0.667
M1228v2TS456_2,TS456,2,v2,0.761
M1228v2TS052_2,TS052,2,v2,0.761
M1228v2TS052_3,TS052,3,v2,0.69
M1228v2TS052_4,TS052,4,v2,0.699
M1228v2TS274_5,TS274,5,v2,0.667
M1228v2TS052_5,TS052,5,v2,0.81
M1228v2TS456_5,TS456,5,v2,0.784
M1228v2TS494_3,TS494,3,v2,0.761
M1228v2TS022_3,TS022,3,v2,0.708
M1228v2TS022_2,TS022,2,v2,0.799
M1228v2TS489_2,TS489,2,v2,0.677
M1228v2TS274_3,TS274,3,v2,0.761
M1228v2TS022_4,TS022,4,v2,0.668
M1228v2TS022_5,TS022,5,v2,0.784
M1228v2TS456_4,TS456,4,v2,0.723
M1228v2TS274_2,TS274,2,v2,0.711
M1228v2TS494_2,TS494,2,v2,0.711
M1228v2TS323_1,TS323,1,v2,0.676
M1228v2TS494_1,TS494,1,v2,0.731
M1228v2TS274_1,TS274,1,v2,0.731
M1228v2TS014_1,TS014,1,v2,0.615
M1228v2TS014_3,TS014,3,v2,0.683
M1228v2TS014_4,TS014,4,v2,0.687
M1228v2TS014_2,TS014,2,v2,0.691
M1228v2TS014_5,TS014,5,v2,0.706
M1228v2TS456_1,TS456,1,v2,0.162
M1228v2TS052_1,TS052,1,v2,0.16
M1228v2TS022_1,TS022,1,v2,0.161
M1228v1TS014_1,TS014,1,v1,0.6198
M1228v1TS014_1,TS014,1,v1,0.6296
M1228v1TS014_2,TS014,2,v1,0.6287
M1228v1TS014_2,TS014,2,v1,0.6383
M1228v1TS014_3,TS014,3,v1,0.6304
M1228v1TS014_3,TS014,3,v1,0.6399
M1228v1TS014_4,TS014,4,v1,0.6383
M1228v1TS014_4,TS014,4,v1,0.6442
M1228v1TS014_5,TS014,5,v1,0.6381
M1228v1TS014_5,TS014,5,v1,0.6466
M1228v1TS022_1,TS022,1,v1,0.7876
M1228v1TS022_1,TS022,1,v1,0.7844
M1228v1TS022_2,TS022,2,v1,0.7977
M1228v1TS022_2,TS022,2,v1,0.7988
M1228v1TS022_3,TS022,3,v1,0.6958
M1228v1TS022_3,TS022,3,v1,0.7076
M1228v1TS022_4,TS022,4,v1,0.6645
M1228v1TS022_4,TS022,4,v1,0.6677
M1228v1TS022_5,TS022,5,v1,0.1668
M1228v1TS022_5,TS022,5,v1,0.1606
M1228v1TS028_1,TS028,1,v1,0.7536
M1228v1TS028_1,TS028,1,v1,0.748
M1228v1TS028_2,TS028,2,v1,0.7621
M1228v1TS028_2,TS028,2,v1,0.7535
M1228v1TS028_3,TS028,3,v1,0.7623
M1228v1TS028_3,TS028,3,v1,0.7552
M1228v1TS028_4,TS028,4,v1,0.7481
M1228v1TS028_4,TS028,4,v1,0.7427
M1228v1TS028_5,TS028,5,v1,0.7646
M1228v1TS028_5,TS028,5,v1,0.7602
M1228v1TS033_1,TS033,1,v1,0.635
M1228v1TS033_1,TS033,1,v1,0.6458
M1228v1TS033_2,TS033,2,v1,0.668
M1228v1TS033_2,TS033,2,v1,0.6753
M1228v1TS033_3,TS033,3,v1,0.6713
M1228v1TS033_3,TS033,3,v1,0.677
M1228v1TS033_4,TS033,4,v1,0.6522
M1228v1TS033_4,TS033,4,v1,0.6558
M1228v1TS033_5,TS033,5,v1,0.7042
M1228v1TS033_5,TS033,5,v1,0.7091
M1228v1TS052_1,TS052,1,v1,0.8128
M1228v1TS052_1,TS052,1,v1,0.8101
M1228v1TS052_2,TS052,2,v1,0.7667
M1228v1TS052_2,TS052,2,v1,0.7615
M1228v1TS052_3,TS052,3,v1,0.691
M1228v1TS052_3,TS052,3,v1,0.6903
M1228v1TS052_4,TS052,4,v1,0.6889
M1228v1TS052_4,TS052,4,v1,0.6985
M1228v1TS052_5,TS052,5,v1,0.1551
M1228v1TS052_5,TS052,5,v1,0.1598
M1228v1TS091_1,TS091,1,v1,0.6617
M1228v1TS091_1,TS091,1,v1,0.6699
M1228v1TS091_2,TS091,2,v1,0.7909
M1228v1TS091_2,TS091,2,v1,0.7903
M1228v1TS091_3,TS091,3,v1,0.6834
M1228v1TS091_3,TS091,3,v1,0.6941
M1228v1TS091_4,TS091,4,v1,0.6754
M1228v1TS091_4,TS091,4,v1,0.6845
M1228v1TS091_5,TS091,5,v1,0.6757
M1228v1TS091_5,TS091,5,v1,0.6845
M1228v1TS110_1,TS110,1,v1,0.7577
M1228v1TS110_1,TS110,1,v1,0.7501
M1228v1TS110_2,TS110,2,v1,0.7644
M1228v1TS110_2,TS110,2,v1,0.7576
M1228v1TS110_3,TS110,3,v1,0.7593
M1228v1TS110_3,TS110,3,v1,0.7532
M1228v1TS110_4,TS110,4,v1,0.768
M1228v1TS110_4,TS110,4,v1,0.7606
M1228v1TS110_5,TS110,5,v1,0.7582
M1228v1TS110_5,TS110,5,v1,0.7515
M1228v1TS159_1,TS159,1,v1,0.6793
M1228v1TS159_1,TS159,1,v1,0.689
M1228v1TS167_1,TS167,1,v1,0.6993
M1228v1TS167_1,TS167,1,v1,0.7074
M1228v1TS167_2,TS167,2,v1,0.677
M1228v1TS167_2,TS167,2,v1,0.6874
M1228v1TS167_3,TS167,3,v1,0.6576
M1228v1TS167_3,TS167,3,v1,0.6702
M1228v1TS167_4,TS167,4,v1,0.6559
M1228v1TS167_4,TS167,4,v1,0.6749
M1228v1TS167_5,TS167,5,v1,0.6559
M1228v1TS167_5,TS167,5,v1,0.6749
M1228v1TS204_1,TS204,1,v1,0.6937
M1228v1TS204_1,TS204,1,v1,0.7021
M1228v1TS204_2,TS204,2,v1,0.7132
M1228v1TS204_2,TS204,2,v1,0.7258
M1228v1TS204_3,TS204,3,v1,0.6136
M1228v1TS204_3,TS204,3,v1,0.6236
M1228v1TS204_4,TS204,4,v1,0.5875
M1228v1TS204_4,TS204,4,v1,0.5991
M1228v1TS204_5,TS204,5,v1,0.6328
M1228v1TS204_5,TS204,5,v1,0.6479
M1228v1TS208_1,TS208,1,v1,0.6583
M1228v1TS208_1,TS208,1,v1,0.667
M1228v1TS231_1,TS231,1,v1,0.6625
M1228v1TS231_1,TS231,1,v1,0.6688
M1228v1TS231_2,TS231,2,v1,0.6639
M1228v1TS231_2,TS231,2,v1,0.6738
M1228v1TS231_3,TS231,3,v1,0.6277
M1228v1TS231_3,TS231,3,v1,0.6353
M1228v1TS231_4,TS231,4,v1,0.6535
M1228v1TS231_4,TS231,4,v1,0.6569
M1228v1TS231_5,TS231,5,v1,0.6505
M1228v1TS231_5,TS231,5,v1,0.6586
M1228v1TS241_1,TS241,1,v1,0.628
M1228v1TS241_1,TS241,1,v1,0.6364
M1228v1TS241_2,TS241,2,v1,0.659
M1228v1TS241_2,TS241,2,v1,0.665
M1228v1TS241_3,TS241,3,v1,0.6944
M1228v1TS241_3,TS241,3,v1,0.7068
M1228v1TS241_4,TS241,4,v1,0.6483
M1228v1TS241_4,TS241,4,v1,0.6579
M1228v1TS241_5,TS241,5,v1,0.5518
M1228v1TS241_5,TS241,5,v1,0.5808
M1228v1TS262_1,TS262,1,v1,0.6523
M1228v1TS262_1,TS262,1,v1,0.6568
M1228v1TS262_2,TS262,2,v1,0.6695
M1228v1TS262_2,TS262,2,v1,0.6832
M1228v1TS262_3,TS262,3,v1,0.6523
M1228v1TS262_3,TS262,3,v1,0.6568
M1228v1TS262_4,TS262,4,v1,0.6695
M1228v1TS262_4,TS262,4,v1,0.6832
M1228v1TS262_5,TS262,5,v1,0.6523
M1228v1TS262_5,TS262,5,v1,0.6568
M1228v1TS274_1,TS274,1,v1,0.7219
M1228v1TS274_1,TS274,1,v1,0.7312
M1228v1TS274_2,TS274,2,v1,0.7027
M1228v1TS274_2,TS274,2,v1,0.7111
M1228v1TS274_3,TS274,3,v1,0.7655
M1228v1TS274_3,TS274,3,v1,0.7615
M1228v1TS274_4,TS274,4,v1,0.6513
M1228v1TS274_4,TS274,4,v1,0.6583
M1228v1TS274_5,TS274,5,v1,0.6595
M1228v1TS274_5,TS274,5,v1,0.6672
M1228v1TS286_1,TS286,1,v1,0.7106
M1228v1TS286_1,TS286,1,v1,0.7182
M1228v1TS286_2,TS286,2,v1,0.7561
M1228v1TS286_2,TS286,2,v1,0.7512
M1228v1TS286_3,TS286,3,v1,0.7725
M1228v1TS286_3,TS286,3,v1,0.7732
M1228v1TS286_4,TS286,4,v1,0.6934
M1228v1TS286_4,TS286,4,v1,0.7067
M1228v1TS286_5,TS286,5,v1,0.6715
M1228v1TS286_5,TS286,5,v1,0.6816
M1228v1TS294_1,TS294,1,v1,0.6898
M1228v1TS294_1,TS294,1,v1,0.6938
M1228v1TS294_2,TS294,2,v1,0.6899
M1228v1TS294_2,TS294,2,v1,0.6939
M1228v1TS294_3,TS294,3,v1,0.6899
M1228v1TS294_3,TS294,3,v1,0.6939
M1228v1TS294_4,TS294,4,v1,0.6806
M1228v1TS294_4,TS294,4,v1,0.6875
M1228v1TS294_5,TS294,5,v1,0.6807
M1228v1TS294_5,TS294,5,v1,0.6878
M1228v1TS304_1,TS304,1,v1,0.5518
M1228v1TS304_1,TS304,1,v1,0.5808
M1228v1TS304_2,TS304,2,v1,0.6689
M1228v1TS304_2,TS304,2,v1,0.6766
M1228v1TS304_3,TS304,3,v1,0.6467
M1228v1TS304_3,TS304,3,v1,0.659
M1228v1TS304_4,TS304,4,v1,0.6651
M1228v1TS304_4,TS304,4,v1,0.6738
M1228v1TS304_5,TS304,5,v1,0.6535
M1228v1TS304_5,TS304,5,v1,0.6587
M1228v1TS323_1,TS323,1,v1,0.644
M1228v1TS323_1,TS323,1,v1,0.6681
M1228v1TS325_1,TS325,1,v1,0.6793
M1228v1TS325_1,TS325,1,v1,0.689
M1228v1TS369_1,TS369,1,v1,0.6722
M1228v1TS369_1,TS369,1,v1,0.6783
M1228v1TS369_2,TS369,2,v1,0.6759
M1228v1TS369_2,TS369,2,v1,0.6856
M1228v1TS369_3,TS369,3,v1,0.665
M1228v1TS369_3,TS369,3,v1,0.6729
M1228v1TS369_4,TS369,4,v1,0.6502
M1228v1TS369_4,TS369,4,v1,0.6593
M1228v1TS369_5,TS369,5,v1,0.6541
M1228v1TS369_5,TS369,5,v1,0.661
M1228v1TS450_1,TS450,1,v1,0.6993
M1228v1TS450_1,TS450,1,v1,0.7074
M1228v1TS450_2,TS450,2,v1,0.677
M1228v1TS450_2,TS450,2,v1,0.6874
M1228v1TS450_3,TS450,3,v1,0.6576
M1228v1TS450_3,TS450,3,v1,0.6702
M1228v1TS450_4,TS450,4,v1,0.6559
M1228v1TS450_4,TS450,4,v1,0.6749
M1228v1TS450_5,TS450,5,v1,0.6559
M1228v1TS450_5,TS450,5,v1,0.6749
M1228v1TS456_1,TS456,1,v1,0.7809
M1228v1TS456_1,TS456,1,v1,0.7842
M1228v1TS456_2,TS456,2,v1,0.7667
M1228v1TS456_2,TS456,2,v1,0.7615
M1228v1TS456_3,TS456,3,v1,0.7038
M1228v1TS456_3,TS456,3,v1,0.7145
M1228v1TS456_4,TS456,4,v1,0.7167
M1228v1TS456_4,TS456,4,v1,0.7226
M1228v1TS456_5,TS456,5,v1,0.1646
M1228v1TS456_5,TS456,5,v1,0.1624
M1228v1TS462_1,TS462,1,v1,0.6681
M1228v1TS462_1,TS462,1,v1,0.6782
M1228v1TS462_2,TS462,2,v1,0.655
M1228v1TS462_2,TS462,2,v1,0.6653
M1228v1TS462_3,TS462,3,v1,0.6987
M1228v1TS462_3,TS462,3,v1,0.7068
M1228v1TS462_4,TS462,4,v1,0.6522
M1228v1TS462_4,TS462,4,v1,0.6558
M1228v1TS462_5,TS462,5,v1,0.603
M1228v1TS462_5,TS462,5,v1,0.6217
M1228v1TS481_1,TS481,1,v1,0.6969
M1228v1TS481_1,TS481,1,v1,0.7078
M1228v1TS481_2,TS481,2,v1,0.6903
M1228v1TS481_2,TS481,2,v1,0.7002
M1228v1TS481_3,TS481,3,v1,0.6784
M1228v1TS481_3,TS481,3,v1,0.6869
M1228v1TS481_4,TS481,4,v1,0.6636
M1228v1TS481_4,TS481,4,v1,0.6722
M1228v1TS481_5,TS481,5,v1,0.6873
M1228v1TS481_5,TS481,5,v1,0.6982
M1228v1TS489_1,TS489,1,v1,0.5988
M1228v1TS489_1,TS489,1,v1,0.6135
M1228v1TS489_2,TS489,2,v1,0.6943
M1228v1TS489_2,TS489,2,v1,0.703
M1228v1TS489_3,TS489,3,v1,0.5889
M1228v1TS489_3,TS489,3,v1,0.6052
M1228v1TS489_4,TS489,4,v1,0.59
M1228v1TS489_4,TS489,4,v1,0.6064
M1228v1TS489_5,TS489,5,v1,0.5942
M1228v1TS489_5,TS489,5,v1,0.6096
M1228v1TS494_1,TS494,1,v1,0.7219
M1228v1TS494_1,TS494,1,v1,0.7312
M1228v1TS494_2,TS494,2,v1,0.7027
M1228v1TS494_2,TS494,2,v1,0.7111
M1228v1TS494_3,TS494,3,v1,0.7655
M1228v1TS494_3,TS494,3,v1,0.7615
M1228v1TS494_4,TS494,4,v1,0.6513
M1228v1TS494_4,TS494,4,v1,0.6583
M1228v1TS494_5,TS494,5,v1,0.6595
M1228v1TS494_5,TS494,5,v1,0.6672
