Model,Group,Model Number,GDT_TS
T1214TS075_5,TS075,5,0.91373
T1214TS462_5,TS462,5,0.91373
T1214TS147_2,TS147,2,0.91334
T1214TS462_2,TS462,2,0.91334
T1214TS388_5,TS388,5,0.91258
T1214TS311_1,TS311,1,0.9102800000000001
T1214TS015_5,TS015,5,0.9102800000000001
T1214TS465_2,TS465,2,0.9102800000000001
T1214TS019_4,TS019,4,0.9098900000000001
T1214TS110_3,TS110,3,0.9095099999999999
T1214TS369_4,TS369,4,0.9095099999999999
T1214TS014_1,TS014,1,0.9095099999999999
T1214TS465_5,TS465,5,0.9095099999999999
T1214TS019_2,TS019,2,0.90913
T1214TS014_6,TS014,6,0.90913
T1214TS369_5,TS369,5,0.90913
T1214TS147_4,TS147,4,0.90874
T1214TS284_1,TS284,1,0.90874
T1214TS462_4,TS462,4,0.90874
T1214TS075_1,TS075,1,0.90874
T1214TS369_3,TS369,3,0.90798
T1214TS019_3,TS019,3,0.90683
T1214TS139_5,TS139,5,0.90683
T1214TS284_2,TS284,2,0.90567
T1214TS075_2,TS075,2,0.90567
T1214TS408_1,TS408,1,0.90452
T1214TS284_4,TS284,4,0.90452
T1214TS075_4,TS075,4,0.90452
T1214TS014_4,TS014,4,0.90452
T1214TS014_5,TS014,5,0.90414
T1214TS055_3,TS055,3,0.90376
T1214TS055_4,TS055,4,0.90376
T1214TS055_5,TS055,5,0.90376
T1214TS235_4,TS235,4,0.9029900000000001
T1214TS015_2,TS015,2,0.90107
T1214TS139_1,TS139,1,0.8995399999999999
T1214TS139_4,TS139,4,0.89839
T1214TS015_3,TS015,3,0.89762
T1214TS465_3,TS465,3,0.89724
T1214TS461_3,TS461,3,0.84509
T1214TS020_4,TS020,4,0.8427899999999999
T1214TS139_3,TS139,3,0.84202
T1214TS408_5,TS408,5,0.8370399999999999
T1214TS408_4,TS408,4,0.83666
T1214TS120_6,TS120,6,0.83627
T1214TS202_5,TS202,5,0.83551
T1214TS319_5,TS319,5,0.82477
T1214TS425_5,TS425,5,0.82477
T1214TS375_5,TS375,5,0.81902
T1214TS294_3,TS294,3,0.81633
T1214TS294_1,TS294,1,0.8117300000000001
T1214TS122_3,TS122,3,0.8105800000000001
T1214TS461_5,TS461,5,0.80637
T1214TS294_5,TS294,5,0.80215
T1214TS461_2,TS461,2,0.79716
T1214TS461_4,TS461,4,0.79218
T1214TS294_4,TS294,4,0.7879600000000001
T1214TS275_1,TS275,1,0.7848900000000001
T1214TS202_2,TS202,2,0.7845099999999999
T1214TS020_2,TS020,2,0.77531
T1214TS202_4,TS202,4,0.77531
T1214TS148_3,TS148,3,0.77301
T1214TS020_1,TS020,1,0.76725
T1214TS020_5,TS020,5,0.7668699999999999
T1214TS202_3,TS202,3,0.76534
T1214TS361_4,TS361,4,0.7611199999999999
T1214TS148_4,TS148,4,0.7611199999999999
T1214TS202_1,TS202,1,0.76074
T1214TS361_2,TS361,2,0.76035
T1214TS361_3,TS361,3,0.75959
T1214TS361_5,TS361,5,0.7584399999999999
T1214TS264_4,TS264,4,0.7569
T1214TS148_1,TS148,1,0.7569
T1214TS393_3,TS393,3,0.7569
T1214TS120_1,TS120,1,0.75153
T1214TS361_1,TS361,1,0.75153
T1214TS167_3,TS167,3,0.70514
T1214TS167_5,TS167,5,0.70092
T1214TS167_1,TS167,1,0.68098
T1214TS450_1,TS450,1,0.6181
T1214TS450_2,TS450,2,0.58704
T1214TS167_4,TS167,4,0.58704
T1214TS450_3,TS450,3,0.58704
T1214TS450_4,TS450,4,0.58244
T1214TS461_1,TS461,1,0.5786
T1214TS132_1,TS132,1,0.54908
