Model,Group,Model Number,Model Version,GDT_TS
T1239v1TS040_4,TS040,4,v1,36.802
T1239v1TS040_5,TS040,5,v1,31.472
T1239v1TS051_1,TS051,1,v1,40.778
T1239v1TS051_2,TS051,2,v1,39.298
T1239v1TS051_3,TS051,3,v1,41.328
T1239v1TS051_4,TS051,4,v1,41.751
T1239v1TS051_5,TS051,5,v1,42.09
T1239v1TS052_1,TS052,1,v1,40.44
T1239v1TS052_2,TS052,2,v1,44.12
T1239v1TS052_3,TS052,3,v1,43.993
T1239v1TS052_4,TS052,4,v1,39.679
T1239v1TS052_5,TS052,5,v1,40.99
T1239v1TS059_1,TS059,1,v1,33.799
T1239v1TS059_2,TS059,2,v1,35.871
T1239v1TS059_3,TS059,3,v1,37.31
T1239v1TS059_4,TS059,4,v1,36.548
T1239v1TS059_5,TS059,5,v1,36.379
T1239v1TS059_6,TS059,6,v1,37.31
T1239v1TS079_1,TS079,1,v1,39.848
T1239v1TS079_2,TS079,2,v1,40.609
T1239v1TS079_3,TS079,3,v1,42.005
T1239v1TS079_4,TS079,4,v1,38.409
T1239v1TS079_5,TS079,5,v1,39.129
T1239v1TS091_1,TS091,1,v1,47.166
T1239v1TS091_2,TS091,2,v1,42.343
T1239v1TS091_3,TS091,3,v1,41.371
T1239v1TS091_4,TS091,4,v1,41.371
T1239v1TS091_5,TS091,5,v1,40.821
T1239v1TS105_3,TS105,3,v1,4.146
T1239v1TS110_1,TS110,1,v1,43.57
T1239v1TS110_2,TS110,2,v1,40.694
T1239v1TS110_3,TS110,3,v1,41.413
T1239v1TS110_4,TS110,4,v1,41.159
T1239v1TS110_5,TS110,5,v1,41.709
T1239v1TS112_1,TS112,1,v1,38.071
T1239v1TS112_2,TS112,2,v1,37.394
T1239v1TS112_3,TS112,3,v1,38.029
T1239v1TS112_4,TS112,4,v1,37.479
T1239v1TS112_5,TS112,5,v1,38.198
T1239v1TS120_1,TS120,1,v1,28.299
T1239v1TS120_2,TS120,2,v1,29.611
T1239v1TS120_3,TS120,3,v1,29.738
T1239v1TS120_4,TS120,4,v1,29.822
T1239v1TS120_5,TS120,5,v1,28.257
T1239v1TS122_1,TS122,1,v1,37.479
T1239v1TS122_2,TS122,2,v1,39.129
T1239v1TS122_3,TS122,3,v1,38.959
T1239v1TS122_4,TS122,4,v1,38.452
T1239v1TS122_5,TS122,5,v1,38.621
T1239v1TS139_1,TS139,1,v1,34.349
T1239v1TS139_2,TS139,2,v1,35.279
T1239v1TS139_3,TS139,3,v1,36.971
T1239v1TS139_4,TS139,4,v1,32.995
T1239v1TS139_5,TS139,5,v1,35.575
T1239v1TS139_6,TS139,6,v1,37.31
T1239v1TS145_1,TS145,1,v1,38.24
T1239v1TS145_2,TS145,2,v1,37.648
T1239v1TS145_3,TS145,3,v1,36.633
T1239v1TS145_4,TS145,4,v1,37.648
T1239v1TS145_5,TS145,5,v1,38.283
T1239v1TS147_1,TS147,1,v1,40.651
T1239v1TS147_2,TS147,2,v1,40.948
T1239v1TS147_3,TS147,3,v1,39.636
T1239v1TS147_4,TS147,4,v1,42.851
T1239v1TS147_5,TS147,5,v1,41.455
T1239v1TS148_1,TS148,1,v1,37.775
T1239v1TS148_2,TS148,2,v1,38.494
T1239v1TS148_3,TS148,3,v1,38.071
T1239v1TS148_4,TS148,4,v1,39.594
T1239v1TS148_5,TS148,5,v1,37.394
T1239v1TS159_1,TS159,1,v1,41.54
T1239v1TS159_2,TS159,2,v1,42.259
T1239v1TS163_1,TS163,1,v1,37.606
T1239v1TS163_2,TS163,2,v1,38.113
T1239v1TS163_3,TS163,3,v1,38.579
T1239v1TS163_4,TS163,4,v1,37.944
T1239v1TS163_5,TS163,5,v1,38.198
T1239v1TS164_1,TS164,1,v1,38.071
T1239v1TS164_2,TS164,2,v1,38.325
T1239v1TS164_3,TS164,3,v1,38.367
T1239v1TS164_4,TS164,4,v1,35.956
T1239v1TS164_5,TS164,5,v1,34.645
T1239v1TS167_1,TS167,1,v1,41.836
T1239v1TS167_2,TS167,2,v1,41.667
T1239v1TS167_3,TS167,3,v1,38.748
T1239v1TS167_4,TS167,4,v1,41.455
T1239v1TS167_5,TS167,5,v1,41.286
T1239v1TS196_1,TS196,1,v1,37.986
T1239v1TS196_2,TS196,2,v1,39.467
T1239v1TS196_3,TS196,3,v1,38.917
T1239v1TS196_4,TS196,4,v1,37.437
T1239v1TS196_5,TS196,5,v1,39.086
T1239v1TS198_1,TS198,1,v1,35.448
T1239v1TS198_2,TS198,2,v1,39.805
T1239v1TS198_3,TS198,3,v1,34.814
T1239v1TS198_4,TS198,4,v1,36.591
T1239v1TS198_5,TS198,5,v1,35.787
T1239v1TS204_1,TS204,1,v1,43.528
T1239v1TS204_2,TS204,2,v1,43.02
T1239v1TS204_3,TS204,3,v1,42.217
T1239v1TS204_4,TS204,4,v1,40.567
T1239v1TS204_5,TS204,5,v1,41.582
T1239v1TS208_1,TS208,1,v1,41.92
T1239v1TS208_2,TS208,2,v1,40.905
T1239v1TS208_4,TS208,4,v1,41.963
T1239v1TS212_1,TS212,1,v1,40.482
T1239v1TS212_2,TS212,2,v1,40.059
T1239v1TS212_3,TS212,3,v1,40.694
T1239v1TS212_4,TS212,4,v1,40.482
T1239v1TS212_5,TS212,5,v1,40.186
T1239v1TS221_1,TS221,1,v1,39.848
T1239v1TS221_2,TS221,2,v1,40.736
T1239v1TS221_3,TS221,3,v1,40.651
T1239v1TS221_4,TS221,4,v1,42.47
T1239v1TS221_5,TS221,5,v1,42.936
T1239v1TS231_1,TS231,1,v1,40.017
T1239v1TS231_2,TS231,2,v1,40.271
T1239v1TS235_1,TS235,1,v1,42.851
T1239v1TS235_2,TS235,2,v1,40.821
T1239v1TS235_3,TS235,3,v1,41.201
T1239v1TS235_4,TS235,4,v1,40.821
T1239v1TS235_5,TS235,5,v1,42.005
T1239v1TS241_1,TS241,1,v1,45.347
T1239v1TS241_2,TS241,2,v1,39.213
T1239v1TS241_3,TS241,3,v1,44.543
T1239v1TS241_4,TS241,4,v1,40.017
T1239v1TS241_5,TS241,5,v1,38.367
T1239v1TS262_1,TS262,1,v1,41.497
T1239v1TS262_2,TS262,2,v1,41.794
T1239v1TS262_3,TS262,3,v1,41.497
T1239v1TS262_4,TS262,4,v1,39.89
T1239v1TS262_5,TS262,5,v1,41.794
T1239v1TS264_1,TS264,1,v1,37.225
T1239v1TS264_2,TS264,2,v1,38.029
T1239v1TS264_3,TS264,3,v1,38.071
T1239v1TS264_4,TS264,4,v1,37.479
T1239v1TS264_5,TS264,5,v1,38.663
T1239v1TS264_6,TS264,6,v1,37.394
T1239v1TS267_1,TS267,1,v1,41.244
T1239v1TS267_2,TS267,2,v1,41.413
T1239v1TS267_3,TS267,3,v1,40.651
T1239v1TS267_4,TS267,4,v1,41.455
T1239v1TS267_5,TS267,5,v1,38.832
T1239v1TS272_1,TS272,1,v1,41.244
T1239v1TS272_2,TS272,2,v1,41.244
T1239v1TS272_3,TS272,3,v1,41.244
T1239v1TS272_4,TS272,4,v1,41.244
T1239v1TS272_5,TS272,5,v1,41.244
T1239v1TS286_1,TS286,1,v1,38.621
T1239v1TS286_2,TS286,2,v1,42.766
T1239v1TS286_3,TS286,3,v1,40.228
T1239v1TS286_4,TS286,4,v1,40.144
T1239v1TS286_5,TS286,5,v1,42.555
T1239v1TS287_1,TS287,1,v1,41.074
T1239v1TS287_2,TS287,2,v1,37.479
T1239v1TS287_3,TS287,3,v1,42.343
T1239v1TS287_4,TS287,4,v1,38.959
T1239v1TS287_5,TS287,5,v1,39.002
T1239v1TS293_1,TS293,1,v1,39.848
T1239v1TS293_2,TS293,2,v1,40.609
T1239v1TS293_3,TS293,3,v1,42.005
T1239v1TS293_4,TS293,4,v1,38.409
T1239v1TS293_5,TS293,5,v1,39.129
T1239v1TS294_1,TS294,1,v1,42.555
T1239v1TS294_2,TS294,2,v1,40.651
T1239v1TS294_3,TS294,3,v1,40.694
T1239v1TS294_4,TS294,4,v1,42.174
T1239v1TS294_5,TS294,5,v1,41.413
T1239v1TS298_1,TS298,1,v1,41.794
T1239v1TS301_1,TS301,1,v1,40.186
T1239v1TS301_2,TS301,2,v1,37.14
T1239v1TS301_3,TS301,3,v1,39.509
T1239v1TS301_4,TS301,4,v1,38.832
T1239v1TS301_5,TS301,5,v1,36.802
T1239v1TS304_1,TS304,1,v1,38.367
T1239v1TS304_2,TS304,2,v1,43.147
T1239v1TS304_3,TS304,3,v1,39.721
T1239v1TS304_4,TS304,4,v1,40.609
T1239v1TS304_5,TS304,5,v1,37.986
T1239v1TS311_1,TS311,1,v1,41.582
T1239v1TS311_2,TS311,2,v1,40.905
T1239v1TS311_3,TS311,3,v1,39.975
T1239v1TS311_4,TS311,4,v1,39.679
T1239v1TS311_5,TS311,5,v1,39.467
T1239v1TS312_1,TS312,1,v1,37.775
T1239v1TS312_2,TS312,2,v1,38.494
T1239v1TS312_3,TS312,3,v1,38.071
T1239v1TS312_4,TS312,4,v1,39.594
T1239v1TS312_5,TS312,5,v1,37.394
T1239v1TS314_1,TS314,1,v1,42.513
T1239v1TS314_2,TS314,2,v1,42.766
T1239v1TS314_3,TS314,3,v1,42.301
T1239v1TS314_4,TS314,4,v1,42.217
T1239v1TS314_5,TS314,5,v1,42.343
T1239v1TS319_1,TS319,1,v1,42.893
T1239v1TS319_2,TS319,2,v1,42.09
T1239v1TS319_3,TS319,3,v1,40.102
T1239v1TS319_4,TS319,4,v1,41.117
T1239v1TS319_5,TS319,5,v1,39.298
T1239v1TS325_1,TS325,1,v1,41.54
T1239v1TS325_2,TS325,2,v1,42.259
T1239v1TS331_1,TS331,1,v1,40.778
T1239v1TS331_2,TS331,2,v1,42.09
T1239v1TS331_3,TS331,3,v1,40.102
T1239v1TS331_4,TS331,4,v1,41.117
T1239v1TS331_5,TS331,5,v1,39.298
T1239v1TS345_1,TS345,1,v1,41.328
T1239v1TS345_2,TS345,2,v1,39.298
T1239v1TS345_3,TS345,3,v1,40.778
T1239v1TS345_4,TS345,4,v1,41.751
T1239v1TS345_5,TS345,5,v1,42.09
T1239v1TS351_1,TS351,1,v1,24.281
T1239v1TS351_2,TS351,2,v1,21.362
T1239v1TS351_3,TS351,3,v1,11.76
T1239v1TS351_4,TS351,4,v1,11.337
T1239v1TS351_5,TS351,5,v1,22.42
T1239v1TS358_1,TS358,1,v1,36.971
T1239v1TS358_2,TS358,2,v1,36.887
T1239v1TS358_3,TS358,3,v1,37.69
T1239v1TS358_4,TS358,4,v1,37.817
T1239v1TS358_5,TS358,5,v1,37.606
T1239v1TS361_1,TS361,1,v1,29.188
T1239v1TS361_2,TS361,2,v1,29.949
T1239v1TS361_3,TS361,3,v1,29.865
T1239v1TS361_4,TS361,4,v1,28.469
T1239v1TS361_5,TS361,5,v1,26.311
T1239v1TS369_1,TS369,1,v1,40.355
T1239v1TS369_2,TS369,2,v1,41.497
T1239v1TS369_3,TS369,3,v1,41.455
T1239v1TS369_4,TS369,4,v1,43.105
T1239v1TS369_5,TS369,5,v1,41.836
T1239v1TS375_1,TS375,1,v1,37.733
T1239v1TS375_2,TS375,2,v1,38.367
T1239v1TS375_3,TS375,3,v1,38.663
T1239v1TS375_4,TS375,4,v1,40.567
T1239v1TS375_5,TS375,5,v1,36.76
T1239v1TS388_1,TS388,1,v1,34.391
T1239v1TS388_2,TS388,2,v1,36.971
T1239v1TS388_3,TS388,3,v1,37.986
T1239v1TS388_4,TS388,4,v1,37.69
T1239v1TS388_5,TS388,5,v1,37.098
T1239v1TS397_1,TS397,1,v1,38.621
T1239v1TS419_1,TS419,1,v1,39.848
T1239v1TS419_2,TS419,2,v1,40.736
T1239v1TS419_3,TS419,3,v1,40.651
T1239v1TS419_4,TS419,4,v1,42.47
T1239v1TS419_5,TS419,5,v1,42.936
T1239v1TS423_1,TS423,1,v1,39.171
T1239v1TS423_2,TS423,2,v1,38.959
T1239v1TS423_3,TS423,3,v1,38.875
T1239v1TS423_4,TS423,4,v1,39.171
T1239v1TS423_5,TS423,5,v1,38.832
T1239v1TS425_1,TS425,1,v1,40.778
T1239v1TS425_2,TS425,2,v1,42.64
T1239v1TS425_3,TS425,3,v1,40.102
T1239v1TS425_4,TS425,4,v1,44.459
T1239v1TS425_5,TS425,5,v1,39.298
T1239v1TS450_1,TS450,1,v1,41.836
T1239v1TS450_2,TS450,2,v1,41.667
T1239v1TS450_3,TS450,3,v1,38.748
T1239v1TS450_4,TS450,4,v1,41.455
T1239v1TS450_5,TS450,5,v1,41.286
T1239v1TS456_1,TS456,1,v1,41.836
T1239v1TS456_2,TS456,2,v1,44.289
T1239v1TS456_3,TS456,3,v1,41.201
T1239v1TS456_4,TS456,4,v1,39.679
T1239v1TS456_5,TS456,5,v1,40.313
T1239v1TS462_1,TS462,1,v1,48.985
T1239v1TS462_2,TS462,2,v1,40.736
T1239v1TS462_3,TS462,3,v1,40.99
T1239v1TS462_4,TS462,4,v1,42.343
T1239v1TS462_5,TS462,5,v1,45.728
T1239v1TS465_1,TS465,1,v1,40.186
T1239v1TS465_2,TS465,2,v1,39.467
T1239v1TS465_3,TS465,3,v1,42.555
T1239v1TS465_4,TS465,4,v1,38.579
T1239v1TS465_5,TS465,5,v1,38.917
T1239v1TS481_1,TS481,1,v1,41.286
T1239v1TS481_2,TS481,2,v1,43.105
T1239v1TS481_3,TS481,3,v1,42.259
T1239v1TS481_4,TS481,4,v1,41.878
T1239v1TS481_5,TS481,5,v1,38.706
T1239v1TS489_1,TS489,1,v1,41.54
T1239v1TS489_2,TS489,2,v1,40.821
T1239v1TS489_3,TS489,3,v1,41.794
T1239v1TS489_4,TS489,4,v1,41.709
T1239v1TS489_5,TS489,5,v1,40.905
T1239v2TS014_1,TS014,1,v2,39.509
T1239v2TS014_2,TS014,2,v2,38.663
T1239v2TS014_3,TS014,3,v2,39.721
T1239v2TS014_4,TS014,4,v2,39.298
T1239v2TS014_5,TS014,5,v2,38.579
T1239v2TS014_6,TS014,6,v2,38.621
T1239v2TS015_1,TS015,1,v2,38.79
T1239v2TS015_2,TS015,2,v2,38.325
T1239v2TS015_3,TS015,3,v2,38.579
T1239v2TS015_4,TS015,4,v2,35.618
T1239v2TS015_5,TS015,5,v2,35.152
T1239v2TS015_6,TS015,6,v2,36.21
T1239v2TS017_1,TS017,1,v2,36.083
T1239v2TS017_2,TS017,2,v2,35.152
T1239v2TS017_3,TS017,3,v2,35.068
T1239v2TS017_4,TS017,4,v2,36.464
T1239v2TS017_5,TS017,5,v2,34.179
T1239v2TS019_1,TS019,1,v2,40.948
T1239v2TS019_2,TS019,2,v2,40.651
T1239v2TS019_3,TS019,3,v2,43.57
T1239v2TS019_4,TS019,4,v2,45.051
T1239v2TS019_5,TS019,5,v2,52.2
T1239v2TS022_1,TS022,1,v2,41.836
T1239v2TS022_2,TS022,2,v2,38.748
T1239v2TS022_3,TS022,3,v2,44.289
T1239v2TS022_4,TS022,4,v2,44.416
T1239v2TS022_5,TS022,5,v2,39.848
T1239v2TS023_1,TS023,1,v2,38.79
T1239v2TS023_2,TS023,2,v2,36.083
T1239v2TS023_3,TS023,3,v2,36.421
T1239v2TS023_4,TS023,4,v2,34.264
T1239v2TS023_5,TS023,5,v2,35.152
T1239v2TS028_1,TS028,1,v2,41.117
T1239v2TS028_2,TS028,2,v2,43.486
T1239v2TS028_3,TS028,3,v2,42.724
T1239v2TS028_4,TS028,4,v2,41.117
T1239v2TS028_5,TS028,5,v2,40.567
T1239v2TS033_1,TS033,1,v2,42.132
T1239v2TS033_2,TS033,2,v2,43.909
T1239v2TS033_3,TS033,3,v2,39.129
T1239v2TS033_4,TS033,4,v2,40.778
T1239v2TS033_5,TS033,5,v2,39.171
T1239v2TS040_1,TS040,1,v2,37.733
T1239v2TS040_2,TS040,2,v2,38.156
T1239v2TS040_3,TS040,3,v2,38.409
T1239v2TS040_4,TS040,4,v2,36.802
T1239v2TS040_5,TS040,5,v2,31.472
T1239v2TS051_1,TS051,1,v2,41.328
T1239v2TS051_2,TS051,2,v2,39.298
T1239v2TS051_3,TS051,3,v2,40.778
T1239v2TS051_4,TS051,4,v2,41.751
T1239v2TS051_5,TS051,5,v2,42.09
T1239v2TS052_1,TS052,1,v2,39.679
T1239v2TS052_2,TS052,2,v2,44.12
T1239v2TS052_3,TS052,3,v2,43.993
T1239v2TS052_4,TS052,4,v2,40.44
T1239v2TS052_5,TS052,5,v2,37.098
T1239v2TS059_1,TS059,1,v2,36.633
T1239v2TS059_2,TS059,2,v2,36.675
T1239v2TS059_3,TS059,3,v2,36.379
T1239v2TS059_4,TS059,4,v2,36.168
T1239v2TS059_5,TS059,5,v2,36.887
T1239v2TS059_6,TS059,6,v2,38.832
T1239v2TS075_1,TS075,1,v2,38.621
T1239v2TS075_2,TS075,2,v2,39.129
T1239v2TS075_3,TS075,3,v2,37.479
T1239v2TS075_4,TS075,4,v2,38.959
T1239v2TS075_5,TS075,5,v2,38.452
T1239v2TS079_1,TS079,1,v2,39.848
T1239v2TS079_2,TS079,2,v2,40.609
T1239v2TS079_3,TS079,3,v2,42.005
T1239v2TS079_4,TS079,4,v2,38.409
T1239v2TS079_5,TS079,5,v2,39.129
T1239v2TS091_1,TS091,1,v2,41.371
T1239v2TS091_2,TS091,2,v2,42.343
T1239v2TS091_3,TS091,3,v2,47.166
T1239v2TS091_4,TS091,4,v2,41.371
T1239v2TS091_5,TS091,5,v2,40.821
T1239v2TS110_1,TS110,1,v2,41.159
T1239v2TS110_2,TS110,2,v2,41.709
T1239v2TS110_3,TS110,3,v2,40.482
T1239v2TS110_4,TS110,4,v2,40.863
T1239v2TS110_5,TS110,5,v2,39.805
T1239v2TS112_1,TS112,1,v2,34.179
T1239v2TS112_2,TS112,2,v2,35.068
T1239v2TS112_3,TS112,3,v2,35.956
T1239v2TS112_4,TS112,4,v2,36.464
T1239v2TS112_5,TS112,5,v2,38.79
T1239v2TS120_1,TS120,1,v2,29.188
T1239v2TS120_2,TS120,2,v2,29.949
T1239v2TS120_3,TS120,3,v2,29.865
T1239v2TS120_4,TS120,4,v2,28.469
T1239v2TS120_5,TS120,5,v2,26.311
T1239v2TS122_1,TS122,1,v2,37.479
T1239v2TS122_2,TS122,2,v2,39.129
T1239v2TS122_3,TS122,3,v2,38.959
T1239v2TS122_4,TS122,4,v2,38.452
T1239v2TS122_5,TS122,5,v2,38.621
T1239v2TS139_1,TS139,1,v2,35.364
T1239v2TS139_2,TS139,2,v2,35.66
T1239v2TS139_3,TS139,3,v2,35.025
T1239v2TS139_4,TS139,4,v2,33.587
T1239v2TS139_5,TS139,5,v2,35.787
T1239v2TS139_6,TS139,6,v2,38.832
T1239v2TS145_1,TS145,1,v2,38.79
T1239v2TS145_2,TS145,2,v2,36.083
T1239v2TS145_3,TS145,3,v2,36.421
T1239v2TS145_4,TS145,4,v2,34.264
T1239v2TS145_5,TS145,5,v2,35.152
T1239v2TS147_1,TS147,1,v2,40.525
T1239v2TS147_2,TS147,2,v2,41.54
T1239v2TS147_3,TS147,3,v2,37.733
T1239v2TS147_4,TS147,4,v2,43.57
T1239v2TS147_5,TS147,5,v2,47.081
T1239v2TS148_1,TS148,1,v2,38.621
T1239v2TS148_2,TS148,2,v2,35.11
T1239v2TS148_3,TS148,3,v2,39.721
T1239v2TS148_4,TS148,4,v2,39.594
T1239v2TS148_5,TS148,5,v2,38.79
T1239v2TS159_1,TS159,1,v2,41.54
T1239v2TS159_2,TS159,2,v2,42.259
T1239v2TS163_1,TS163,1,v2,35.575
T1239v2TS163_2,TS163,2,v2,35.618
T1239v2TS163_3,TS163,3,v2,38.325
T1239v2TS163_4,TS163,4,v2,36.083
T1239v2TS163_5,TS163,5,v2,34.687
T1239v2TS164_1,TS164,1,v2,37.648
T1239v2TS164_2,TS164,2,v2,38.409
T1239v2TS164_3,TS164,3,v2,38.325
T1239v2TS164_4,TS164,4,v2,36.041
T1239v2TS164_5,TS164,5,v2,34.687
T1239v2TS167_1,TS167,1,v2,43.993
T1239v2TS167_2,TS167,2,v2,45.981
T1239v2TS167_3,TS167,3,v2,48.519
T1239v2TS167_4,TS167,4,v2,48.266
T1239v2TS167_5,TS167,5,v2,44.247
T1239v2TS196_1,TS196,1,v2,37.986
T1239v2TS196_2,TS196,2,v2,39.467
T1239v2TS196_3,TS196,3,v2,38.917
T1239v2TS196_4,TS196,4,v2,37.437
T1239v2TS196_5,TS196,5,v2,39.086
T1239v2TS198_1,TS198,1,v2,37.775
T1239v2TS198_2,TS198,2,v2,34.306
T1239v2TS198_3,TS198,3,v2,34.306
T1239v2TS198_4,TS198,4,v2,34.349
T1239v2TS198_5,TS198,5,v2,33.926
T1239v2TS204_1,TS204,1,v2,43.02
T1239v2TS204_2,TS204,2,v2,43.528
T1239v2TS204_3,TS204,3,v2,40.228
T1239v2TS204_4,TS204,4,v2,40.99
T1239v2TS204_5,TS204,5,v2,41.624
T1239v2TS208_1,TS208,1,v2,39.34
T1239v2TS208_2,TS208,2,v2,39.679
T1239v2TS208_3,TS208,3,v2,39.89
T1239v2TS208_4,TS208,4,v2,41.54
T1239v2TS208_5,TS208,5,v2,38.579
T1239v2TS212_1,TS212,1,v2,41.413
T1239v2TS212_2,TS212,2,v2,41.582
T1239v2TS212_3,TS212,3,v2,41.667
T1239v2TS212_4,TS212,4,v2,41.413
T1239v2TS212_5,TS212,5,v2,41.794
T1239v2TS221_1,TS221,1,v2,41.117
T1239v2TS221_2,TS221,2,v2,42.809
T1239v2TS221_3,TS221,3,v2,41.032
T1239v2TS221_4,TS221,4,v2,59.052
T1239v2TS221_5,TS221,5,v2,40.525
T1239v2TS231_1,TS231,1,v2,44.416
T1239v2TS231_2,TS231,2,v2,41.117
T1239v2TS231_3,TS231,3,v2,41.117
T1239v2TS231_4,TS231,4,v2,39.171
T1239v2TS231_5,TS231,5,v2,40.948
T1239v2TS235_1,TS235,1,v2,42.132
T1239v2TS235_2,TS235,2,v2,40.059
T1239v2TS235_3,TS235,3,v2,41.328
T1239v2TS235_4,TS235,4,v2,44.501
T1239v2TS235_5,TS235,5,v2,41.794
T1239v2TS241_1,TS241,1,v2,40.271
T1239v2TS241_2,TS241,2,v2,38.283
T1239v2TS241_3,TS241,3,v2,39.044
T1239v2TS241_4,TS241,4,v2,39.848
T1239v2TS241_5,TS241,5,v2,40.821
T1239v2TS262_1,TS262,1,v2,40.736
T1239v2TS262_2,TS262,2,v2,39.679
T1239v2TS262_3,TS262,3,v2,40.736
T1239v2TS262_4,TS262,4,v2,39.679
T1239v2TS262_5,TS262,5,v2,40.736
T1239v2TS264_1,TS264,1,v2,40.482
T1239v2TS264_2,TS264,2,v2,39.89
T1239v2TS264_3,TS264,3,v2,37.86
T1239v2TS264_4,TS264,4,v2,39.552
T1239v2TS264_5,TS264,5,v2,38.959
T1239v2TS264_6,TS264,6,v2,38.494
T1239v2TS267_1,TS267,1,v2,38.579
T1239v2TS267_2,TS267,2,v2,38.325
T1239v2TS267_3,TS267,3,v2,37.944
T1239v2TS267_4,TS267,4,v2,39.298
T1239v2TS267_5,TS267,5,v2,38.494
T1239v2TS269_1,TS269,1,v2,37.775
T1239v2TS269_2,TS269,2,v2,37.352
T1239v2TS269_3,TS269,3,v2,36.929
T1239v2TS269_4,TS269,4,v2,37.352
T1239v2TS269_5,TS269,5,v2,36.844
T1239v2TS272_1,TS272,1,v2,41.244
T1239v2TS272_2,TS272,2,v2,41.244
T1239v2TS272_3,TS272,3,v2,41.244
T1239v2TS272_4,TS272,4,v2,41.244
T1239v2TS272_5,TS272,5,v2,41.244
T1239v2TS284_1,TS284,1,v2,38.621
T1239v2TS284_2,TS284,2,v2,39.129
T1239v2TS284_3,TS284,3,v2,37.479
T1239v2TS284_4,TS284,4,v2,38.959
T1239v2TS284_5,TS284,5,v2,38.452
T1239v2TS286_1,TS286,1,v2,41.709
T1239v2TS286_2,TS286,2,v2,41.455
T1239v2TS286_3,TS286,3,v2,44.67
T1239v2TS286_4,TS286,4,v2,41.201
T1239v2TS286_5,TS286,5,v2,39.467
T1239v2TS287_1,TS287,1,v2,38.621
T1239v2TS287_2,TS287,2,v2,37.437
T1239v2TS287_3,TS287,3,v2,38.325
T1239v2TS287_4,TS287,4,v2,39.171
T1239v2TS287_5,TS287,5,v2,36.971
T1239v2TS293_1,TS293,1,v2,39.848
T1239v2TS293_2,TS293,2,v2,40.609
T1239v2TS293_3,TS293,3,v2,42.005
T1239v2TS293_4,TS293,4,v2,38.409
T1239v2TS293_5,TS293,5,v2,39.129
T1239v2TS294_1,TS294,1,v2,41.455
T1239v2TS294_2,TS294,2,v2,42.132
T1239v2TS294_3,TS294,3,v2,41.244
T1239v2TS294_4,TS294,4,v2,40.863
T1239v2TS294_5,TS294,5,v2,41.54
T1239v2TS298_1,TS298,1,v2,34.264
T1239v2TS301_1,TS301,1,v2,38.621
T1239v2TS301_2,TS301,2,v2,39.129
T1239v2TS301_3,TS301,3,v2,37.479
T1239v2TS301_4,TS301,4,v2,38.959
T1239v2TS301_5,TS301,5,v2,38.452
T1239v2TS304_1,TS304,1,v2,39.044
T1239v2TS304_2,TS304,2,v2,39.636
T1239v2TS304_3,TS304,3,v2,41.54
T1239v2TS304_4,TS304,4,v2,39.129
T1239v2TS304_5,TS304,5,v2,42.597
T1239v2TS312_1,TS312,1,v2,35.237
T1239v2TS312_2,TS312,2,v2,35.829
T1239v2TS312_3,TS312,3,v2,33.46
T1239v2TS312_4,TS312,4,v2,38.621
T1239v2TS312_5,TS312,5,v2,35.11
T1239v2TS314_1,TS314,1,v2,43.655
