Model,Group,Model Number,Model Version,GlobalLDDT
T1239v2TS304_4,TS304,4,v2,0.7974
T1239v2TS231_5,TS231,5,v2,0.7967
T1239v2TS167_2,TS167,2,v2,0.7964
T1239v1TS456_5,TS456,5,v1,0.7964
T1239v2TS450_2,TS450,2,v2,0.7964
T1239v2TS231_4,TS231,4,v2,0.7963
T1239v1TS304_5,TS304,5,v1,0.7962
T1239v2TS462_1,TS462,1,v2,0.7962
T1239v2TS231_3,TS231,3,v2,0.7957
T1239v1TS481_5,TS481,5,v1,0.7956
T1239v2TS304_5,TS304,5,v2,0.7956
T1239v2TS481_1,TS481,1,v2,0.7954
T1239v2TS231_1,TS231,1,v2,0.7951
T1239v1TS304_3,TS304,3,v1,0.7943
T1239v2TS241_4,TS241,4,v2,0.7938
T1239v1TS304_1,TS304,1,v1,0.7936
T1239v1TS241_5,TS241,5,v1,0.7936
T1239v1TS425_4,TS425,4,v1,0.7934
T1239v2TS425_4,TS425,4,v2,0.7934
T1239v2TS147_3,TS147,3,v2,0.7926
T1239v2TS241_5,TS241,5,v2,0.7919
T1239v2TS241_1,TS241,1,v2,0.7916
T1239v1TS462_5,TS462,5,v1,0.7913
T1239v2TS033_2,TS033,2,v2,0.7910
T1239v1TS241_3,TS241,3,v1,0.7906
T1239v1TS231_2,TS231,2,v1,0.7899
T1239v2TS286_3,TS286,3,v2,0.7899
T1239v1TS304_2,TS304,2,v1,0.7898
T1239v2TS145_4,TS145,4,v2,0.7884
T1239v2TS298_1,TS298,1,v2,0.7884
T1239v2TS023_4,TS023,4,v2,0.7884
T1239v1TS231_1,TS231,1,v1,0.7883
T1239v1TS462_2,TS462,2,v1,0.7882
T1239v2TS241_2,TS241,2,v2,0.7881
T1239v2TS204_3,TS204,3,v2,0.7872
T1239v2TS198_4,TS198,4,v2,0.7866
T1239v2TS147_2,TS147,2,v2,0.7865
T1239v1TS241_1,TS241,1,v1,0.7858
T1239v1TS264_5,TS264,5,v1,0.7858
T1239v2TS112_1,TS112,1,v2,0.7855
T1239v2TS017_5,TS017,5,v2,0.7855
T1239v2TS358_1,TS358,1,v2,0.7848
T1239v2TS033_3,TS033,3,v2,0.7841
T1239v1TS167_1,TS167,1,v1,0.7833
T1239v1TS450_1,TS450,1,v1,0.7833
T1239v2TS204_5,TS204,5,v2,0.7829
T1239v2TS091_4,TS091,4,v2,0.7823
T1239v1TS091_4,TS091,4,v1,0.7823
T1239v2TS033_5,TS033,5,v2,0.7814
T1239v1TS264_3,TS264,3,v1,0.7801
T1239v1TS148_3,TS148,3,v1,0.7801
T1239v1TS312_3,TS312,3,v1,0.7801
T1239v1TS314_4,TS314,4,v1,0.7791
T1239v1TS110_5,TS110,5,v1,0.7787
T1239v2TS110_2,TS110,2,v2,0.7787
T1239v2TS204_1,TS204,1,v2,0.7781
T1239v1TS204_2,TS204,2,v1,0.7781
T1239v2TS231_2,TS231,2,v2,0.7780
T1239v2TS419_4,TS419,4,v2,0.7778
T1239v2TS221_4,TS221,4,v2,0.7778
T1239v2TS481_3,TS481,3,v2,0.7775
T1239v1TS204_1,TS204,1,v1,0.7773
T1239v2TS204_2,TS204,2,v2,0.7773
T1239v2TS164_5,TS164,5,v2,0.7759
T1239v2TS163_5,TS163,5,v2,0.7755
T1239v1TS164_5,TS164,5,v1,0.7755
T1239v2TS147_5,TS147,5,v2,0.7754
T1239v2TS110_4,TS110,4,v2,0.7744
T1239v1TS287_5,TS287,5,v1,0.7742
T1239v1TS312_2,TS312,2,v1,0.7741
T1239v1TS148_2,TS148,2,v1,0.7741
T1239v2TS264_6,TS264,6,v2,0.7741
T1239v1TS164_2,TS164,2,v1,0.7740
T1239v1TS369_1,TS369,1,v1,0.7733
T1239v2TS033_1,TS033,1,v2,0.7733
T1239v2TS369_1,TS369,1,v2,0.7733
T1239v1TS369_4,TS369,4,v1,0.7733
T1239v2TS369_4,TS369,4,v2,0.7733
T1239v1TS304_4,TS304,4,v1,0.7731
T1239v1TS033_2,TS033,2,v1,0.7728
T1239v1TS264_6,TS264,6,v1,0.7724
T1239v1TS312_5,TS312,5,v1,0.7724
T1239v2TS286_5,TS286,5,v2,0.7724
T1239v1TS148_5,TS148,5,v1,0.7724
T1239v1TS221_4,TS221,4,v1,0.7723
T1239v2TS262_4,TS262,4,v2,0.7723
T1239v2TS262_2,TS262,2,v2,0.7723
T1239v1TS419_4,TS419,4,v1,0.7723
T1239v1TS164_1,TS164,1,v1,0.7721
T1239v1TS264_4,TS264,4,v1,0.7717
T1239v1TS264_2,TS264,2,v1,0.7717
T1239v1TS301_4,TS301,4,v1,0.7717
T1239v1TS462_3,TS462,3,v1,0.7714
T1239v1TS262_4,TS262,4,v1,0.7713
T1239v2TS475_5,TS475,5,v2,0.7713
T1239v1TS148_1,TS148,1,v1,0.7712
T1239v1TS312_1,TS312,1,v1,0.7712
T1239v2TS028_5,TS028,5,v2,0.7711
T1239v2TS145_3,TS145,3,v2,0.7709
T1239v2TS023_3,TS023,3,v2,0.7709
T1239v2TS264_5,TS264,5,v2,0.7705
T1239v1TS235_4,TS235,4,v1,0.7705
T1239v2TS147_1,TS147,1,v2,0.7705
T1239v2TS017_1,TS017,1,v2,0.7704
T1239v2TS145_2,TS145,2,v2,0.7704
T1239v2TS023_2,TS023,2,v2,0.7704
T1239v2TS264_3,TS264,3,v2,0.7703
T1239v2TS148_3,TS148,3,v2,0.7703
T1239v2TS369_2,TS369,2,v2,0.7702
T1239v1TS369_2,TS369,2,v1,0.7702
T1239v2TS264_4,TS264,4,v2,0.7698
T1239v1TS033_5,TS033,5,v1,0.7697
T1239v2TS212_1,TS212,1,v2,0.7696
T1239v1TS450_2,TS450,2,v1,0.7696
T1239v1TS167_2,TS167,2,v1,0.7696
T1239v2TS369_3,TS369,3,v2,0.7691
T1239v1TS369_3,TS369,3,v1,0.7691
T1239v2TS198_3,TS198,3,v2,0.7690
T1239v2TS110_3,TS110,3,v2,0.7689
T1239v2TS164_2,TS164,2,v2,0.7689
T1239v2TS287_3,TS287,3,v2,0.7688
T1239v2TS358_4,TS358,4,v2,0.7688
T1239v2TS358_3,TS358,3,v2,0.7688
T1239v1TS375_2,TS375,2,v1,0.7686
T1239v1TS167_4,TS167,4,v1,0.7684
T1239v1TS450_4,TS450,4,v1,0.7684
T1239v2TS475_3,TS475,3,v2,0.7683
T1239v2TS358_5,TS358,5,v2,0.7682
T1239v2TS358_2,TS358,2,v2,0.7682
T1239v2TS148_5,TS148,5,v2,0.7679
T1239v1TS301_3,TS301,3,v1,0.7678
T1239v2TS419_5,TS419,5,v2,0.7677
T1239v2TS287_4,TS287,4,v2,0.7677
T1239v2TS221_5,TS221,5,v2,0.7677
T1239v1TS148_4,TS148,4,v1,0.7677
T1239v1TS312_4,TS312,4,v1,0.7677
T1239v1TS301_5,TS301,5,v1,0.7676
T1239v2TS475_4,TS475,4,v2,0.7675
T1239v2TS475_1,TS475,1,v2,0.7672
T1239v1TS204_3,TS204,3,v1,0.7671
T1239v2TS481_2,TS481,2,v2,0.7668
T1239v2TS287_1,TS287,1,v2,0.7667
T1239v2TS112_3,TS112,3,v2,0.7665
T1239v1TS450_3,TS450,3,v1,0.7664
T1239v1TS167_3,TS167,3,v1,0.7664
T1239v2TS312_5,TS312,5,v2,0.7662
T1239v1TS033_4,TS033,4,v1,0.7662
T1239v2TS375_3,TS375,3,v2,0.7662
T1239v2TS148_2,TS148,2,v2,0.7662
T1239v1TS286_5,TS286,5,v1,0.7661
T1239v1TS358_5,TS358,5,v1,0.7660
T1239v2TS148_1,TS148,1,v2,0.7659
T1239v2TS312_4,TS312,4,v2,0.7659
T1239v2TS264_1,TS264,1,v2,0.7659
T1239v2TS198_2,TS198,2,v2,0.7658
T1239v1TS033_3,TS033,3,v1,0.7658
T1239v1TS375_1,TS375,1,v1,0.7657
T1239v2TS475_2,TS475,2,v2,0.7657
T1239v2TS397_1,TS397,1,v2,0.7652
T1239v1TS147_5,TS147,5,v1,0.7651
T1239v2TS462_5,TS462,5,v2,0.7651
T1239v1TS019_5,TS019,5,v1,0.7651
T1239v2TS145_5,TS145,5,v2,0.7650
T1239v1TS164_4,TS164,4,v1,0.7650
T1239v2TS017_2,TS017,2,v2,0.7650
T1239v2TS204_4,TS204,4,v2,0.7650
T1239v2TS023_5,TS023,5,v2,0.7650
T1239v2TS163_4,TS163,4,v2,0.7649
T1239v1TS145_5,TS145,5,v1,0.7649
T1239v1TS023_5,TS023,5,v1,0.7649
T1239v1TS017_5,TS017,5,v1,0.7649
T1239v1TS314_1,TS314,1,v1,0.7648
T1239v2TS164_4,TS164,4,v2,0.7648
T1239v1TS264_1,TS264,1,v1,0.7646
T1239v1TS314_3,TS314,3,v1,0.7646
T1239v1TS198_5,TS198,5,v1,0.7644
T1239v1TS358_1,TS358,1,v1,0.7641
T1239v1TS358_2,TS358,2,v1,0.7640
T1239v1TS358_4,TS358,4,v1,0.7639
T1239v1TS167_5,TS167,5,v1,0.7637
T1239v1TS450_5,TS450,5,v1,0.7637
T1239v2TS091_5,TS091,5,v2,0.7636
T1239v2TS198_1,TS198,1,v2,0.7636
T1239v1TS091_5,TS091,5,v1,0.7636
T1239v2TS287_2,TS287,2,v2,0.7634
T1239v1TS301_2,TS301,2,v1,0.7634
T1239v2TS163_2,TS163,2,v2,0.7633
T1239v1TS375_5,TS375,5,v1,0.7633
T1239v2TS163_1,TS163,1,v2,0.7633
T1239v1TS397_1,TS397,1,v1,0.7632
T1239v2TS286_2,TS286,2,v2,0.7631
T1239v2TS269_2,TS269,2,v2,0.7631
T1239v1TS369_5,TS369,5,v1,0.7631
T1239v2TS369_5,TS369,5,v2,0.7631
T1239v1TS314_2,TS314,2,v1,0.7628
T1239v2TS287_5,TS287,5,v2,0.7625
T1239v2TS164_1,TS164,1,v2,0.7625
T1239v2TS112_2,TS112,2,v2,0.7623
T1239v2TS017_3,TS017,3,v2,0.7623
T1239v1TS287_1,TS287,1,v1,0.7621
T1239v2TS264_2,TS264,2,v2,0.7620
T1239v2TS122_2,TS122,2,v2,0.7619
T1239v2TS075_2,TS075,2,v2,0.7619
T1239v1TS122_2,TS122,2,v1,0.7619
T1239v2TS301_2,TS301,2,v2,0.7619
T1239v2TS284_2,TS284,2,v2,0.7619
T1239v2TS301_5,TS301,5,v2,0.7618
T1239v1TS122_4,TS122,4,v1,0.7618
T1239v2TS075_5,TS075,5,v2,0.7618
T1239v2TS122_4,TS122,4,v2,0.7618
T1239v1TS017_4,TS017,4,v1,0.7618
T1239v2TS284_5,TS284,5,v2,0.7618
T1239v2TS312_2,TS312,2,v2,0.7618
T1239v1TS198_2,TS198,2,v1,0.7617
T1239v2TS148_4,TS148,4,v2,0.7617
T1239v1TS145_4,TS145,4,v1,0.7616
T1239v1TS023_4,TS023,4,v1,0.7616
T1239v2TS112_4,TS112,4,v2,0.7613
T1239v2TS017_4,TS017,4,v2,0.7613
T1239v2TS375_5,TS375,5,v2,0.7613
T1239v2TS269_1,TS269,1,v2,0.7611
T1239v2TS198_5,TS198,5,v2,0.7610
T1239v2TS388_3,TS388,3,v2,0.7610
T1239v2TS212_2,TS212,2,v2,0.7610
T1239v2TS075_3,TS075,3,v2,0.7609
T1239v2TS301_3,TS301,3,v2,0.7609
T1239v2TS284_3,TS284,3,v2,0.7609
T1239v1TS122_1,TS122,1,v1,0.7609
T1239v2TS164_3,TS164,3,v2,0.7609
T1239v2TS122_1,TS122,1,v2,0.7609
T1239v2TS269_4,TS269,4,v2,0.7608
T1239v2TS163_3,TS163,3,v2,0.7606
T1239v1TS287_2,TS287,2,v1,0.7604
T1239v2TS269_5,TS269,5,v2,0.7604
T1239v1TS163_3,TS163,3,v1,0.7602
T1239v2TS269_3,TS269,3,v2,0.7601
T1239v1TS145_2,TS145,2,v1,0.7599
T1239v1TS017_1,TS017,1,v1,0.7599
T1239v1TS023_2,TS023,2,v1,0.7599
T1239v1TS358_3,TS358,3,v1,0.7598
T1239v2TS122_3,TS122,3,v2,0.7591
T1239v2TS301_4,TS301,4,v2,0.7591
T1239v1TS122_3,TS122,3,v1,0.7591
T1239v2TS075_4,TS075,4,v2,0.7591
T1239v2TS284_4,TS284,4,v2,0.7591
T1239v1TS287_3,TS287,3,v1,0.7589
T1239v1TS375_4,TS375,4,v1,0.7584
T1239v1TS163_1,TS163,1,v1,0.7582
T1239v1TS198_4,TS198,4,v1,0.7581
T1239v2TS312_1,TS312,1,v2,0.7580
T1239v1TS164_3,TS164,3,v1,0.7579
T1239v1TS163_5,TS163,5,v1,0.7576
T1239v1TS311_1,TS311,1,v1,0.7573
T1239v1TS163_2,TS163,2,v1,0.7572
T1239v1TS163_4,TS163,4,v1,0.7571
T1239v1TS311_4,TS311,4,v1,0.7570
T1239v1TS287_4,TS287,4,v1,0.7569
T1239v2TS023_1,TS023,1,v2,0.7566
T1239v2TS145_1,TS145,1,v2,0.7566
T1239v1TS423_2,TS423,2,v1,0.7558
T1239v1TS311_2,TS311,2,v1,0.7556
T1239v2TS375_1,TS375,1,v2,0.7556
T1239v2TS319_3,TS319,3,v2,0.7555
T1239v2TS331_3,TS331,3,v2,0.7555
T1239v2TS425_3,TS425,3,v2,0.7555
T1239v1TS425_3,TS425,3,v1,0.7555
T1239v1TS331_3,TS331,3,v1,0.7555
T1239v1TS319_3,TS319,3,v1,0.7555
T1239v1TS221_1,TS221,1,v1,0.7555
T1239v1TS419_1,TS419,1,v1,0.7555
T1239v1TS311_5,TS311,5,v1,0.7551
T1239v1TS311_3,TS311,3,v1,0.7545
T1239v2TS312_3,TS312,3,v2,0.7545
T1239v2TS465_2,TS465,2,v2,0.7545
T1239v2TS221_3,TS221,3,v2,0.7541
T1239v2TS419_3,TS419,3,v2,0.7541
T1239v2TS212_3,TS212,3,v2,0.7531
T1239v2TS212_5,TS212,5,v2,0.7526
T1239v2TS212_4,TS212,4,v2,0.7521
T1239v1TS198_3,TS198,3,v1,0.7515
T1239v1TS286_3,TS286,3,v1,0.7486
T1239v1TS286_1,TS286,1,v1,0.7479
T1239v2TS052_5,TS052,5,v2,0.7445
T1239v2TS456_5,TS456,5,v2,0.7431
T1239v1TS023_1,TS023,1,v1,0.7427
T1239v1TS145_1,TS145,1,v1,0.7427
T1239v1TS112_2,TS112,2,v1,0.7425
T1239v2TS267_4,TS267,4,v2,0.7415
T1239v1TS198_1,TS198,1,v1,0.7414
T1239v2TS112_5,TS112,5,v2,0.7413
T1239v2TS059_3,TS059,3,v2,0.7400
T1239v1TS112_4,TS112,4,v1,0.7395
T1239v2TS267_2,TS267,2,v2,0.7395
T1239v2TS267_3,TS267,3,v2,0.7379
T1239v2TS267_1,TS267,1,v2,0.7377
T1239v2TS022_5,TS022,5,v2,0.7375
T1239v1TS423_4,TS423,4,v1,0.7322
T1239v1TS221_5,TS221,5,v1,0.7315
T1239v1TS419_5,TS419,5,v1,0.7315
T1239v1TS014_1,TS014,1,v1,0.7314
T1239v1TS014_3,TS014,3,v1,0.7313
T1239v1TS014_6,TS014,6,v1,0.7313
T1239v1TS014_4,TS014,4,v1,0.7312
T1239v2TS423_3,TS423,3,v2,0.7312
T1239v1TS014_2,TS014,2,v1,0.7311
T1239v1TS014_5,TS014,5,v1,0.7310
T1239v1TS017_3,TS017,3,v1,0.7309
T1239v1TS423_5,TS423,5,v1,0.7287
T1239v2TS423_2,TS423,2,v2,0.7285
T1239v1TS112_3,TS112,3,v1,0.7284
T1239v2TS423_5,TS423,5,v2,0.7282
T1239v2TS423_1,TS423,1,v2,0.7280
T1239v2TS052_3,TS052,3,v2,0.7280
T1239v1TS052_3,TS052,3,v1,0.7280
T1239v1TS423_3,TS423,3,v1,0.7278
T1239v2TS014_1,TS014,1,v2,0.7271
T1239v2TS014_3,TS014,3,v2,0.7263
T1239v1TS112_1,TS112,1,v1,0.7259
T1239v1TS267_5,TS267,5,v1,0.7257
T1239v1TS286_2,TS286,2,v1,0.7256
T1239v2TS014_4,TS014,4,v2,0.7255
T1239v1TS112_5,TS112,5,v1,0.7253
T1239v1TS423_1,TS423,1,v1,0.7252
T1239v2TS014_6,TS014,6,v2,0.7247
T1239v2TS014_2,TS014,2,v2,0.7241
T1239v1TS465_3,TS465,3,v1,0.7238
T1239v2TS423_4,TS423,4,v2,0.7237
T1239v2TS139_6,TS139,6,v2,0.7221
T1239v2TS059_6,TS059,6,v2,0.7221
T1239v2TS014_5,TS014,5,v2,0.7218
T1239v2TS375_4,TS375,4,v2,0.7202
T1239v1TS375_3,TS375,3,v1,0.7202
T1239v1TS301_1,TS301,1,v1,0.7184
T1239v2TS267_5,TS267,5,v2,0.7177
T1239v2TS388_2,TS388,2,v2,0.7170
T1239v1TS293_3,TS293,3,v1,0.7157
T1239v2TS079_3,TS079,3,v2,0.7157
T1239v1TS079_3,TS079,3,v1,0.7157
T1239v2TS293_3,TS293,3,v2,0.7157
T1239v1TS145_3,TS145,3,v1,0.7153
T1239v1TS017_2,TS017,2,v1,0.7153
T1239v1TS023_3,TS023,3,v1,0.7153
T1239v1TS294_2,TS294,2,v1,0.7140
T1239v1TS139_6,TS139,6,v1,0.7125
T1239v1TS059_6,TS059,6,v1,0.7125
T1239v1TS079_1,TS079,1,v1,0.7119
T1239v2TS293_1,TS293,1,v2,0.7119
T1239v1TS293_1,TS293,1,v1,0.7119
T1239v2TS079_1,TS079,1,v2,0.7119
T1239v2TS079_2,TS079,2,v2,0.7114
T1239v1TS293_2,TS293,2,v1,0.7114
T1239v2TS293_2,TS293,2,v2,0.7114
T1239v1TS079_2,TS079,2,v1,0.7114
T1239v1TS388_4,TS388,4,v1,0.7100
T1239v2TS388_1,TS388,1,v2,0.7099
T1239v1TS388_2,TS388,2,v1,0.7098
T1239v1TS022_4,TS022,4,v1,0.7091
T1239v2TS022_4,TS022,4,v2,0.7091
T1239v2TS388_5,TS388,5,v2,0.7086
T1239v1TS388_3,TS388,3,v1,0.7086
T1239v1TS122_5,TS122,5,v1,0.7084
T1239v2TS284_1,TS284,1,v2,0.7084
T1239v2TS122_5,TS122,5,v2,0.7084
T1239v2TS301_1,TS301,1,v2,0.7084
T1239v2TS075_1,TS075,1,v2,0.7084
